p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,333;11,306;6,563;718,75;688,25;22,75;136147,05;6018;18,25;11,5;953,29;26,15
2,334;11,283;6,559;718,5;688,25;23;136121,3;6012;18,66;11,75;953,27;26,17
2,331;11,538;6,573;718,5;688,25;23;136105,86;6012;18,66;11,75;953,27;26,17
2,33;10,924;6,566;718,5;688;23;136126,45;6012;18,66;11,75;953,27;26,17
2,333;11,064;6,563;718,75;688;23;136136,75;6012;18,66;11,75;953,28;26,17
2,333;11,065;6,559;718,75;688;23;136116,16;6012;18,66;11,75;953,33;26,15
2,327;11,127;6,552;719;688;23;136141,89;6012;18,25;11,49;953,3;26,17
2,334;11,387;6,552;718,75;688;23;136162,48;6012;18,25;11,49;953,28;26,17
2,331;11,265;6,563;718,75;688,25;22,75;136193,39;6012;18,25;11,49;953,28;26,17
2,337;10,913;6,559;718,75;688;22,75;136203,7;6012;18,25;11,49;953,29;26,17
2,337;11,293;6,555;718,75;688;23;136224,31;6012;18,25;11,49;953,32;26,17
2,334;11,303;6,559;718,75;688,25;23;136214;6012;18,25;11,49;953,28;26,2
2,334;10,949;6,566;719;688;23;136162,48;5983;18,25;11,43;953,33;26,17
2,333;11,51;6,548;718,75;688;23;136219,16;5983;18,25;11,43;953,26;26,17
2,333;11,336;6,555;719;687,75;23;136188,23;5983;18,25;11,43;953,24;26,17
2,333;11,02;6,552;719;687,75;23;136239,78;5983;18,25;11,43;953,24;26,2
2,333;11,22;6,555;719;687,75;23;136239,78;5983;18,25;11,43;953,33;26,17
2,335;11,44;6,563;719;687,75;23;136193,39;5983;18,66;11,69;953,29;26,17
2,337;11,312;6,552;719;687,75;23;136198,55;5983;18,66;11,69;953,32;26,17
2,334;11,244;6,552;718,75;687,75;23,25;136172,78;5983;18,66;11,69;953,28;26,17
2,33;10,993;6,559;718,75;687,75;23,5;136167,64;5983;18,66;11,69;953,28;26,17
2,334;11,201;6,555;718,75;687,75;23,5;136183,09;5983;18,66;11,69;953,33;26,17
2,333;11,257;6,555;718,75;687,75;23,75;136183,09;5983;18,66;11,69;953,31;26,17
2,33;11,099;6,559;718,75;688;23,75;136183,09;5989;18,25;11,44;953,29;26,17
2,33;11,166;6,559;718,75;688;23,75;136183,09;5989;18,25;11,44;953,28;26,15
2,331;11,073;6,552;718,5;688,25;23,5;136147,05;5989;18,25;11,44;953,28;26,2
2,33;11,353;6,559;718,25;688,25;23,75;136162,48;5989;18,25;11,44;953,34;26,17
2,331;11,449;6,559;718,5;688,25;23,5;136219,16;5989;18,25;11,44;953,34;26,17
2,331;11,191;6,552;718,75;688,25;23,5;136214;5989;18,66;11,7;953,29;26,2
2,336;11,213;6,566;719;688,5;23,5;136255,25;5989;18,66;11,7;953,26;26,17
2,333;11,24;6,563;719;688,75;23,5;136224,31;5989;18,66;11,7;953,26;26,17
2,331;11,238;6,544;719;688,75;23,25;136275,88;5989;18,66;11,7;953,3;26,2
2,333;11,22;6,555;718,75;688,5;23,5;136291,36;5989;18,66;11,7;953,27;26,17
2,333;11,02;6,552;718,75;688,5;23,25;136306,84;5989;18,66;11,7;953,31;26,17
2,337;11,299;6,559;718,75;688,75;23,25;136353,31;5958;18,46;11,52;953,33;26,2
2,333;11,139;6,555;718,75;688,75;23;136322,33;5958;18,46;11,52;953,3;26,2
2,333;11,278;6,559;719;688,75;23;136219,16;5958;18,46;11,52;953,3;26,2
2,337;11,213;6,563;718,75;688,5;23;136208,84;5958;18,46;11,52;953,26;26,17
2,335;10,996;6,563;718,5;688,25;23;136229,47;5958;18,46;11,52;953,28;26,17
2,331;11,393;6,563;718,5;688,25;23;136255,25;5954;18,66;11,64;953,32;26,2
2,334;11,089;6,559;718,5;688,25;23;136244,94;5954;18,66;11,64;953,26;26,17
2,337;11,179;6,552;718,5;688,25;22,75;136291,36;5954;18,66;11,64;953,34;26,17
2,335;11,246;6,566;718,75;688,25;22,75;136286,2;5954;18,66;11,64;953,24;26,17
