p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,334;10,992;6,581;729,5;694,75;26,25;135659,66;4020;22,81;9,6;953,34;28,23
2,334;10,939;6,588;729,5;695;26,25;135690,33;4020;22,81;9,6;953,37;28,21
2,327;10,838;6,613;729,5;694,75;25,25;135608,55;4020;22,81;9,6;953,24;28,23
2,316;11,2;6,603;729,5;695;25,25;135644,31;4020;22,81;9,6;953,35;28,28
2,334;10,876;6,577;729,25;695,25;25;135669,88;4020;22,81;9,6;953,31;28,28
2,337;10,909;6,595;729,5;695;25,25;135623,88;4020;22,81;9,6;953,37;28,23
2,33;11,181;6,588;729,25;695,25;25,75;135654,53;4020;22,81;9,6;953,34;28,23
2,327;10,952;6,588;729,25;694,75;25,75;135664,77;4020;22,81;9,6;953,32;28,23
2,329;10,738;6,588;729,5;694,75;23,75;135685,2;4020;22,81;9,6;953,3;28,28
2,33;11,014;6,581;729,75;695;26,75;135669,88;4012;23,23;9,76;953,38;28,28
2,337;10,85;6,584;730;695;25,5;135695,44;4012;23,23;9,76;953,33;28,31
2,333;10,902;6,584;730;695;25,75;135690,33;4012;23,23;9,76;953,31;28,23
2,329;10,983;6,584;730,25;694,75;25,25;135654,53;4012;23,23;9,76;953,35;28,23
2,336;10,998;6,592;730;694,75;26,5;135669,88;4012;23,23;9,76;953,3;28,21
2,333;10,724;6,584;730;695;27;135700,55;4012;23,02;9,67;953,28;28,23
2,327;10,941;6,573;729,25;695;26,25;135511,55;4012;23,02;9,67;953,32;28,23
2,336;10,868;6,577;729;695;25,75;135588,13;4012;23,02;9,67;953,35;28,21
2,326;11,042;6,584;729,25;695;26;135659,66;4012;23,02;9,67;953,36;28,23
2,325;11,092;6,584;728,75;694,75;26;135721,02;4012;23,02;9,67;953,37;28,18
2,333;10,981;6,592;729,75;695;25,5;135695,44;4012;23,02;9,67;953,35;28,28
2,335;11,123;6,588;730;695,25;26;135705,67;3999;23,23;9,73;953,37;28,21
2,326;10,9;6,588;728,75;695,5;25,75;135680,09;3999;23,23;9,73;953,34;28,28
2,326;10,972;6,599;729;695,75;26,5;135721,02;3999;23,23;9,73;953,32;28,21
2,323;11,154;6,592;729,75;695,75;26,25;135777,31;3999;23,23;9,73;953,34;28,23
2,332;11,094;6,584;729,25;696;26,25;135772,2;3999;23,23;9,73;953,31;28,21
2,336;10,729;6,592;729,25;696;26,5;135792,69;3975;23,02;9,58;953,36;28,21
2,33;11,003;6,592;728,75;694,25;26,5;135772,2;3975;23,02;9,58;953,32;28,21
2,336;10,794;6,584;728,75;694,75;26,5;135772,2;3975;23,02;9,58;953,34;28,23
2,333;10,707;6,588;729,5;696;27;135634,09;3975;23,02;9,58;953,35;28,31
2,337;11,039;6,584;729,5;696;27;135695,44;3975;23,02;9,58;953,37;28,28
2,327;11,129;6,57;729,5;696;27;135690,33;3975;23,02;9,58;953,32;28,28
2,326;10,876;6,577;729;696;27;135710,78;3975;23,23;9,67;953,33;28,28
2,333;10,999;6,599;729,5;696;27;135746,59;3975;23,23;9,67;953,37;28,21
2,329;11,089;6,577;730;696,25;26,5;135777,31;3975;23,23;9,67;953,33;28,21
2,327;10,792;6,588;730,25;696;26,5;135751,73;3975;23,23;9,67;953,34;28,23
2,33;10,904;6,599;730;696,25;26,75;135731,25;3975;23,23;9,67;953,36;28,21
2,337;10,916;6,577;730,25;696;27;135761,97;3987;23,02;9,61;953,36;28,23
2,345;10,965;6,595;730,25;696;27;135746,59;3987;23,02;9,61;953,36;28,23
2,337;10,922;6,595;730,25;696,25;27;135731,25;3987;23,02;9,61;953,3;28,28
2,333;10,921;6,592;730;696;27;135756,84;3987;23,02;9,61;953,35;28,18
2,34;11,163;6,581;729,75;696;27;135767,08;3987;23,02;9,61;953,33;28,21
2,333;11,275;6,577;729,75;696;27;135772,2;3987;23,02;9,61;953,36;28,23
2,337;11,297;6,584;729,75;696;27;135772,2;3987;23,02;9,61;953,37;28,23
2,337;11,023;6,606;729,25;695,75;26,75;135767,08;3987;23,02;9,61;953,34;28,23
2,333;11,005;6,584;729,5;695,75;26,75;135751,73;3987;23,02;9,61;953,33;28,23
2,327;10,843;6,584;729,5;696;26,75;135746,59;3987;23,02;9,61;953,33;28,23
2,333;11,063;6,595;729,5;696;26,5;135797,81;3987;23,02;9,61;953,33;28,28
2,335;10,904;6,595;729,5;696,25;26,75;135777,31;4029;23,43;9,89;953,29;28,23
2,33;10,906;6,577;729,5;696,25;27;135782,45;4029;23,43;9,89;953,32;28,21
2,333;11,105;6,595;729,25;696,25;27;135818,31;4029;23,43;9,89;953,37;28,21
2,33;10,974;6,592;728,75;696;27;135731,25;4029;23,43;9,89;953,37;28,18
2,333;10,941;6,584;729;696;27;135710,78;4029;23,43;9,89;953,34;28,21
2,33;10,723;6,588;729;696;26,75;135772,2;4029;23,43;9,89;953,38;28,23
2,327;11,212;6,584;729,5;696;27;135761,97;4029;23,23;9,8;953,33;28,23
2,336;11,142;6,584;729,5;696;27;135813,17;4029;23,23;9,8;953,35;28,28
2,333;11;6,588;729,75;695,75;26,75;135777,31;4029;23,23;9,8;953,35;28,21
2,326;11,247;6,606;729,5;695,25;27;135792,69;4029;23,23;9,8;953,36;28,23
2,332;11,13;6,577;729,5;695,25;27;135879,83;4029;23,23;9,8;953,36;28,23
2,337;11,108;6,592;729,25;695;27;135833,69;4048;23,43;9,93;953,36;28,31
2,333;11,086;6,588;729,5;695,25;27;135828,56;4048;23,43;9,93;953,37;28,21
2,333;10,879;6,592;729,75;695,5;27;135751,73;4048;23,43;9,93;953,31;28,21
2,337;11,031;6,595;729,75;695,75;27;135823,44;4048;23,43;9,93;953,37;28,23
2,337;10,843;6,588;729,75;695,5;27;135869,56;4048;23,43;9,93;953,36;28,21
2,33;11,089;6,592;729,75;695,75;27;135874,69;4048;23,43;9,93;953,33;28,23
2,333;10,841;6,577;729,75;696;27;135910,61;4048;22,81;9,67;953,35;28,23
2,337;11,082;6,595;729,75;695,75;27;135854,19;4048;22,81;9,67;953,35;28,23
2,333;10,723;6,584;729,5;695,75;27;135879,83;4048;22,81;9,67;953,3;28,23
2,323;11,216;6,584;729,75;695,75;27;135884,95;4048;22,81;9,67;953,33;28,21
2,343;10,937;6,595;729,75;695,75;27;135874,69;4048;22,81;9,67;953,33;28,23
2,337;10,919;6,595;729,5;695,75;27;135838,8;4040;23,23;9,83;953,33;28,21
2,338;11,116;6,588;729,5;696;27;135900,34;4040;23,23;9,83;953,36;28,23
2,331;10,789;6,599;729,5;695,75;27;135890,08;4040;23,23;9,83;953,33;28,18
2,337;11,005;6,599;728,5;695;25,75;135828,56;4040;23,23;9,83;953,34;28,21
2,34;10,779;6,592;729,5;695,25;26,25;135838,8;4040;23,23;9,83;953,36;28,21
2,333;10,698;6,584;729,5;695,5;26,75;135813,17;4040;23,23;9,83;953,35;28,21
2,333;10,902;6,584;729,5;695,5;26,75;135864,44;4027;23,23;9,79;953,36;28,23
