2,327;11,133;6,573;726,750;688,250;24,250;136219,160;4949,000;21,570;11,180;953,390;26,790;0,000
2,331;11,274;6,548;726,750;688,250;24,250;136167,640;4949,000;21,570;11,180;953,340;26,790;0,000
2,327;11,133;6,566;727,250;688,000;24,250;136234,630;4949,000;21,570;11,180;953,350;26,790;0,000
2,326;10,977;6,563;727,250;688,000;24,250;136250,090;4949,000;21,570;11,180;953,380;26,790;0,000
2,327;11,048;6,555;727,250;688,000;24,250;136250,090;4949,000;21,570;11,180;953,350;26,740;0,000
2,332;11,356;6,559;727,250;688,000;24,250;136214,000;4949,000;21,570;11,180;953,420;26,740;0,000
2,331;11,442;6,573;727,000;687,750;24,250;136229,470;4949,000;21,570;11,180;953,410;26,790;0,000
2,333;11,325;6,563;727,000;687,750;24,250;136224,310;4964,000;21,770;11,320;953,360;26,790;0,000
2,327;11,470;6,555;727,000;688,000;24,250;136203,700;4964,000;21,770;11,320;953,400;26,820;0,000
2,330;11,263;6,552;727,250;688,000;24,250;136147,050;4964,000;21,770;11,320;953,360;26,790;0,000
2,337;11,096;6,555;727,250;687,750;24,250;136141,890;4964,000;21,770;11,320;953,410;26,790;0,000
2,327;11,293;6,570;727,250;687,750;24,250;136126,450;4964,000;21,770;11,320;953,330;26,790;0,000
2,330;11,337;6,552;727,250;687,750;24,250;136136,750;4964,000;21,770;11,320;953,350;26,740;0,000
2,333;11,096;6,566;727,000;687,750;24,250;136152,190;4964,000;21,570;11,210;953,410;26,790;0,000
2,327;11,082;6,566;726,750;687,750;24,250;136147,050;4964,000;21,570;11,210;953,370;26,790;0,000
2,333;11,234;6,563;726,750;687,750;24,250;136147,050;4964,000;21,570;11,210;953,370;26,790;0,000
2,330;11,173;6,563;726,750;687,500;24,250;136105,860;4964,000;21,570;11,210;953,380;26,790;0,000
2,333;11,322;6,563;726,500;687,500;24,250;136136,750;4964,000;21,570;11,210;953,390;26,740;0,000
2,323;11,412;6,570;726,750;687,500;24,250;136162,480;4970,000;21,770;11,330;953,340;26,740;0,000
2,330;11,263;6,555;726,750;687,500;24,250;136188,230;4970,000;21,770;11,330;953,400;26,820;0,000
2,334;11,277;6,555;726,750;687,750;24,250;136229,470;4970,000;21,770;11,330;953,370;26,710;0,000
2,333;11,098;6,559;726,750;687,500;24,250;136203,700;4970,000;21,770;11,330;953,390;26,790;0,000
2,323;11,346;6,559;726,750;687,500;24,250;136147,050;4970,000;21,770;11,330;953,430;26,790;0,000
2,330;10,968;6,563;726,750;687,500;24,250;136141,890;4970,000;21,770;11,330;953,390;26,790;0,000
2,333;11,124;6,566;726,750;687,750;24,250;136147,050;4970,000;21,770;11,330;953,390;26,740;0,000
2,330;11,151;6,563;726,750;687,750;24,250;136126,450;4970,000;21,770;11,330;953,400;26,790;0,000
2,330;11,265;6,552;726,750;687,750;24,250;136080,130;4970,000;21,770;11,330;953,380;26,820;0,000
2,333;10,955;6,570;727,000;687,750;24,500;136059,560;4970,000;21,770;11,330;953,350;26,790;0,000
2,336;11,359;6,555;727,250;687,750;24,500;136095,580;4970,000;21,770;11,330;953,410;26,820;0,000
2,333;11,005;6,555;727,250;688,000;24,250;136085,280;4963,000;21,770;11,320;953,360;26,790;0,000
2,333;11,197;6,559;727,500;687,750;24,250;136069,840;4963,000;21,770;11,320;953,400;26,790;0,000
2,338;11,119;6,555;727,500;687,750;24,250;136136,750;4963,000;21,770;11,320;953,380;26,790;0,000
2,333;11,378;6,555;727,500;688,000;24,250;136116,160;4963,000;21,770;11,320;953,380;26,790;0,000
2,328;11,130;6,563;727,500;688,000;24,250;136100,720;4963,000;21,770;11,320;953,330;26,740;0,000
2,331;11,179;6,566;727,250;688,000;24,250;136080,130;4963,000;21,770;11,320;953,360;26,790;0,000
2,327;11,277;6,552;727,250;688,250;24,250;136116,160;4954,000;21,570;11,190;953,360;26,820;0,000
2,333;11,489;6,566;727,250;688,250;24,250;136152,190;4954,000;21,570;11,190;953,390;26,790;0,000
2,330;11,299;6,559;727,250;688,500;24,500;136167,640;4954,000;21,570;11,190;953,390;26,790;0,000
2,330;11,030;6,559;727,000;688,500;24,500;136116,160;4954,000;21,570;11,190;953,370;26,790;0,000
2,330;10,937;6,570;727,000;688,500;24,500;136121,300;4954,000;21,570;11,190;953,390;26,790;0,000
2,333;11,018;6,563;727,000;688,500;24,250;136147,050;4954,000;21,570;11,190;953,400;26,790;0,000
2,334;11,138;6,570;727,000;688,500;24,250;136177,940;4954,000;21,570;11,190;953,320;26,790;0,000
2,330;11,077;6,559;727,250;688,500;24,500;136136,750;4954,000;21,570;11,190;953,400;26,820;0,000
2,337;11,201;6,563;727,500;688,500;24,250;136167,640;4954,000;21,570;11,190;953,370;26,790;0,000
2,334;11,011;6,563;727,500;688,500;24,250;136177,940;4954,000;21,570;11,190;953,390;26,740;0,000
2,333;11,331;6,555;727,750;688,250;24,250;136147,050;4954,000;21,570;11,190;953,380;26,790;0,000
2,345;11,260;6,563;727,750;688,250;24,500;136121,300;4968,000;21,770;11,330;953,370;26,740;0,000
2,333;10,853;6,559;727,500;688,250;24,250;136028,720;4968,000;21,770;11,330;953,410;26,740;0,000
2,333;11,178;6,563;727,500;688,000;24,250;136080,130;4968,000;21,770;11,330;953,400;26,790;0,000
2,330;11,071;6,555;727,500;688,000;24,500;136131,590;4968,000;21,770;11,330;953,370;26,790;0,000
2,334;11,246;6,563;727,750;688,000;24,250;136177,940;4968,000;21,770;11,330;953,440;26,790;0,000
2,333;11,166;6,566;728,000;687,750;24,250;136152,190;4968,000;21,570;11,220;953,350;26,790;0,000
2,336;11,330;6,559;727,750;687,750;24,250;136167,640;4968,000;21,570;11,220;953,350;26,790;0,000
2,331;11,197;6,577;727,750;687,500;24,250;136172,780;4968,000;21,570;11,220;953,400;26,820;0,000
2,333;11,231;6,559;727,750;687,500;24,250;136147,050;4968,000;21,570;11,220;953,360;26,820;0,000
2,333;11,404;6,563;727,250;687,500;24,250;136172,780;4968,000;21,570;11,220;953,370;26,790;0,000
2,330;11,026;6,563;727,250;688,000;24,250;136229,470;4968,000;21,570;11,220;953,430;26,740;0,000
2,333;11,228;6,563;727,000;688,250;24,250;136208,840;4958,000;21,980;11,410;953,450;26,790;0,000
2,334;11,423;6,559;727,000;688,250;24,250;136203,700;4958,000;21,980;11,410;953,370;26,790;0,000
2,329;11,381;6,566;727,000;688,250;24,250;136172,780;4958,000;21,980;11,410;953,430;26,790;0,000
2,330;11,154;6,573;727,000;688,500;24,250;136203,700;4958,000;21,980;11,410;953,400;26,790;0,000
2,327;10,986;6,563;726,750;688,500;24,250;136095,580;4958,000;21,980;11,410;953,450;26,740;0,000
2,337;11,132;6,566;726,250;688,250;24,250;136116,160;4958,000;21,570;11,200;953,360;26,790;0,000
