p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,938;8,209;4,816;630;611,5;23,75;119422,8;6157;9,75;6,28;953,36;28,73
1,941;7,763;4,823;629,75;611,5;23,5;119458,45;6157;9,75;6,28;953,38;28,65
1,942;8,096;4,827;629,75;611,5;23,5;119430,71;6157;9,75;6,28;953,44;28,73
1,945;7,99;4,827;629,75;611,5;23,5;119410,91;6157;9,75;6,28;953,38;28,73
1,942;7,905;4,831;629,75;611,25;23,5;119395,06;6170;9,75;6,3;953,41;28,65
1,942;8,209;4,827;629,75;611,25;23,5;119391,11;6170;9,75;6,3;953,33;28,73
1,942;8,075;4,831;629,75;611,25;23,25;119387,15;6170;9,75;6,3;953,39;28,68
1,944;7,719;4,827;629,5;611;23,25;119395,06;6170;9,75;6,3;953,39;28,68
1,945;7,801;4,823;629,5;611;23,5;119355,48;6170;9,75;6,3;953,41;28,73
1,946;8,078;4,834;629,5;611;23,25;119371,31;6170;9,75;6,3;953,41;28,68
1,942;7,823;4,831;629,5;611;23,25;119363,39;6176;10,16;6,57;953,4;28,68
1,944;7,905;4,823;629,5;611;23,25;119355,48;6176;10,16;6,57;953,41;28,68
1,946;7,861;4,838;629,5;611;23,25;119339,66;6176;10,16;6,57;953,37;28,68
1,942;8,111;4,823;629,5;611;23,25;119422,8;6176;10,16;6,57;953,38;28,68
1,943;8,127;4,838;629,75;611;23,25;119391,11;6176;10,16;6,57;953,37;28,65
1,942;8,171;4,82;629,75;611,25;23,25;119410,91;6176;9,95;6,44;953,34;28,68
1,939;7,998;4,82;629,75;611,25;23;119351,52;6176;9,95;6,44;953,47;28,68
1,944;7,919;4,831;629,75;611;23;119351,52;6176;9,95;6,44;953,4;28,73
1,945;8,02;4,831;629,75;611;23;119355,48;6176;9,95;6,44;953,4;28,73
1,942;8,058;4,827;629,75;611;23,25;119308,02;6176;9,95;6,44;953,38;28,68
1,945;7,954;4,82;629,75;611;23;119375,27;6176;9,95;6,44;953,4;28,68
1,944;8,019;4,82;629,75;611;23;119410,91;6165;9,75;6,29;953,37;28,68
1,942;8,04;4,823;630;611,25;23;119458,45;6165;9,75;6,29;953,39;28,65
1,942;8,063;4,831;629,75;611,25;23;119502,08;6165;9,75;6,29;953,37;28,68
1,945;8,089;4,827;630;611,5;23;119502,08;6165;9,75;6,29;953,35;28,68
1,943;7,957;4,82;630;611,5;23;119474,31;6165;9,75;6,29;953,42;28,73
1,946;8,122;4,823;629,75;611,5;23,25;119446,57;6165;9,95;6,43;953,42;28,73
1,946;7,955;4,82;629,75;611,5;23,25;119402,98;6165;9,95;6,43;953,39;28,68
1,942;7,902;4,823;629,75;611,5;23,25;119367,36;6165;9,95;6,43;953,38;28,65
1,942;7,934;4,823;629,75;611,25;23,25;119387,15;6165;9,95;6,43;953,42;28,68
1,939;8,102;4,838;629,75;611,25;23,25;119422,8;6165;9,95;6,43;953,44;28,68
1,941;8,023;4,834;630;611,25;23,25;119442,59;6165;9,95;6,43;953,37;28,68
1,945;7,96;4,82;629,75;611,25;23,25;119383,19;6174;9,75;6,3;953,38;28,68
1,938;7,735;4,82;629,75;611,5;23,25;119434,67;6174;9,75;6,3;953,41;28,73
1,942;7,823;4,827;630;611,5;23,25;119462,41;6174;9,75;6,3;953,41;28,73
1,942;8,038;4,823;630;611,5;23,25;119426,75;6174;9,75;6,3;953,41;28,63
1,945;8,043;4,834;630;611,5;23,25;119402,98;6174;9,75;6,3;953,45;28,63
1,945;8,346;4,82;629,75;611,5;23,25;119367,36;6174;10,16;6,57;953,39;28,65
1,942;8,206;4,831;630;611,5;23,25;119371,31;6174;10,16;6,57;953,41;28,65
1,942;7,842;4,831;630;611,25;23,25;119288,25;6174;10,16;6,57;953,43;28,65
1,942;8,151;4,823;629,75;611,25;23,25;119268,48;6174;10,16;6,57;953,41;28,68
1,939;8,162;4,831;629,75;611;23,25;119260,59;6174;10,16;6,57;953,44;28,65
1,938;7,966;4,838;629,5;611;23,25;119236,88;6174;10,16;6,57;953,41;28,65
1,945;7,737;4,827;629,5;610,75;23,25;119205,3;6142;10,16;6,54;953,43;28,68
1,941;7,905;4,827;629,5;610,75;23,25;119205,3;6142;10,16;6,54;953,39;28,68
1,938;7,957;4,827;629,5;610,75;23,25;119225,04;6142;10,16;6,54;953,37;28,65
1,944;7,914;4,827;629,5;610,75;23,25;119288,25;6142;10,16;6,54;953,4;28,65
1,944;7,945;4,834;629,75;610,75;23,25;119256,63;6142;10,16;6,54;953,41;28,65
1,938;7,98;4,845;629,5;610,75;23,25;119209,25;6101;9,95;6,36;953,4;28,65
1,94;8,087;4,831;629,75;610,75;23,25;119201,35;6101;9,95;6,36;953,44;28,68
1,938;8,04;4,831;629,5;610,5;23,25;119189,51;6101;9,95;6,36;953,37;28,63
1,935;8,017;4,838;629,5;610,5;23,25;119150,06;6101;9,95;6,36;953,39;28,63
1,938;8,177;4,816;629,5;610,5;23,25;119161,9;6101;9,95;6,36;953,42;28,65
1,939;7,937;4,823;629,5;610,5;23,25;119138,23;6101;9,95;6,36;953,46;28,63
1,936;7,874;4,842;629,5;610,75;23,25;119150,06;6101;9,95;6,36;953,39;28,68
1,939;8,308;4,831;629,5;610,5;23,25;119201,35;6101;9,95;6,36;953,43;28,65
1,942;7,949;4,842;629,75;610,25;23,25;119177,67;6101;9,95;6,36;953,47;28,65
1,941;7,877;4,827;629,75;610,5;23,25;119177,67;6101;9,95;6,36;953,41;28,65
1,939;7,699;4,827;629,75;610,5;23,25;119138,23;6101;9,95;6,36;953,4;28,65
1,937;7,621;4,823;629,75;610,5;23,25;119126,41;6114;9,95;6,37;953,4;28,65
1,938;7,995;4,831;629,75;610,25;23;119134,29;6114;9,95;6,37;953,35;28,65
1,939;8,153;4,82;629,75;610,5;23;119157,95;6114;9,95;6,37;953,41;28,68
1,935;7,883;4,816;629,75;610,5;23;119177,67;6114;9,95;6,37;953,38;28,63
1,938;8,211;4,838;629,75;610,5;23;119173,73;6114;9,95;6,37;953,41;28,65
1,938;7,758;4,827;629,75;610,5;23;119146,12;6114;9,95;6,37;953,43;28,65
1,935;8,041;4,823;629,75;610,5;23,25;119177,67;6114;10,16;6,51;953,41;28,63
1,938;7,996;4,82;629,75;610,5;23,25;119138,23;6114;10,16;6,51;953,39;28,65
1,938;8,01;4,816;629,75;610,5;23,25;119138,23;6114;10,16;6,51;953,41;28,63
1,936;7,884;4,82;629,75;610,5;23,25;119154,01;6114;10,16;6,51;953,38;28,65
