p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,942;8,142;4,823;630;610,5;23,25;119438,63;6099;9,95;6,36;953,38;28,76
1,939;8,04;4,813;630;610,5;23,25;119430,71;6099;9,95;6,36;953,36;28,68
1,945;7,942;4,82;630;610,5;23,25;119482,24;6099;9,95;6,36;953,39;28,73
1,941;8,239;4,827;630;610,5;23,25;119498,11;6099;9,95;6,36;953,41;28,76
1,938;8,071;4,834;629,75;610,5;23,5;119470,35;6099;9,95;6,36;953,42;28,68
1,938;8,15;4,831;629,75;610,5;23,5;119383,19;6099;10,16;6,49;953,36;28,73
1,94;8,019;4,842;629,5;610,5;23,25;119347,56;6099;10,16;6,49;953,42;28,73
1,936;8,255;4,813;629,5;610,5;23,25;119292,2;6099;10,16;6,49;953,43;28,73
1,941;8,123;4,823;629,5;610,75;23,25;119300,1;6099;10,16;6,49;953,39;28,68
1,939;7,93;4,827;629,5;610,75;23,25;119276,39;6099;10,16;6,49;953,38;28,65
1,939;7,969;4,823;629,5;611;23;119288,25;6111;9,95;6,37;953,38;28,68
1,938;7,836;4,82;629,5;611;23,25;119260,59;6111;9,95;6,37;953,43;28,73
1,937;8,068;4,827;629,5;611,25;23,25;119300,1;6111;9,95;6,37;953,44;28,73
1,936;8,025;4,816;629,75;611,25;23,5;119343,61;6111;9,95;6,37;953,42;28,68
1,935;8,113;4,831;629,75;611,25;23,5;119351,52;6111;9,95;6,37;953,38;28,73
1,938;8,001;4,823;629,75;611,25;23,5;119323,83;6111;9,95;6,37;953,41;28,68
1,942;8,276;4,834;629,75;611,25;23,75;119351,52;6111;9,75;6,24;953,38;28,73
1,942;7,986;4,831;629,75;611,25;23,75;119355,48;6111;9,75;6,24;953,38;28,73
1,942;8,062;4,82;630;611,25;24;119367,36;6111;9,75;6,24;953,45;28,73
1,942;8,172;4,838;629,75;611,25;23,75;119391,11;6111;9,75;6,24;953,39;28,68
1,945;8,245;4,813;630;611,25;23,75;119414,87;6111;9,75;6,24;953,41;28,65
1,939;7,886;4,827;630;611,25;23,5;119406,95;6157;9,95;6,42;953,38;28,68
1,941;8,306;4,831;630;611,25;23,5;119430,71;6157;9,95;6,42;953,35;28,73
1,945;8,022;4,823;629,75;611,25;23,5;119422,8;6157;9,95;6,42;953,38;28,73
1,942;8,154;4,831;629,75;611,5;23,5;119426,75;6157;9,95;6,42;953,37;28,65
1,942;7,911;4,834;629,75;611,5;23,5;119446,57;6157;9,95;6,42;953,4;28,73
1,944;7,849;4,823;629,75;611,5;23,75;119470,35;6157;9,95;6,42;953,38;28,68
1,946;7,728;4,823;629,75;611,5;23,75;119458,45;6157;9,75;6,28;953,43;28,68
