p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,915;7,829;4,758;641,5;610,75;22,5;118203,31;3527;15,35;5,67;953,32;28,76
1,912;7,632;4,758;641,5;610,5;22,5;118199,43;3527;15,35;5,67;953,31;28,73
1,915;7,743;4,75;641,5;610,5;22,5;118199,43;3529;15,35;5,67;953,27;28,78
1,918;7,638;4,754;641,5;610,5;22,5;118160,63;3529;15,35;5,67;953,27;28,73
1,911;7,397;4,765;641,5;610,5;22,5;118191,66;3529;15,35;5,67;953,31;28,76
1,914;7,564;4,758;641,5;610,5;22,5;118203,31;3529;15,35;5,67;953,36;28,76
1,912;7,766;4,754;641,5;610,5;22,5;118203,31;3529;15,35;5,67;953,26;28,76
1,915;7,922;4,761;641,5;610,5;22,5;118183,91;3529;15,35;5,67;953,32;28,73
1,915;8,093;4,758;641,5;610,5;22,5;118199,43;3529;15,35;5,67;953,3;28,76
1,911;7,558;4,776;641,5;610,75;22,5;118183,91;3529;15,35;5,67;953,33;28,76
1,918;7,597;4,772;641,5;610,5;22,5;118222,72;3529;15,35;5,67;953,26;28,76
1,918;7,681;4,761;641,5;610,5;22,5;118265,45;3529;15,35;5,67;953,31;28,76
1,912;7,89;4,765;641,5;610,5;22,5;118253,79;3529;15,35;5,67;953,27;28,76
1,915;7,933;4,769;641,25;610,75;22,5;118246,02;3531;15,55;5,75;953,32;28,76
1,917;7,942;4,758;641;610,75;22,5;118207,2;3531;15,55;5,75;953,31;28,73
1,911;7,55;4,769;641;610,75;22,5;118176,15;3531;15,55;5,75;953,26;28,73
1,915;7,72;4,765;641,25;610,75;22,5;118214,95;3531;15,55;5,75;953,3;28,76
1,915;7,919;4,772;641;610,75;22,5;118234,37;3531;15,55;5,75;953,33;28,76
1,911;7,823;4,765;641,25;610,75;22,5;118253,79;3531;15,55;5,75;953,3;28,76
1,915;7,673;4,769;641,25;610,75;22,5;118238,25;3532;15,14;5,6;953,3;28,76
1,912;7,731;4,758;641;610,5;22,5;118137,37;3532;15,14;5,6;953,32;28,76
1,918;7,549;4,765;641;610,5;22,5;118141,24;3532;15,14;5,6;953,33;28,73
1,915;7,738;4,75;641;610,5;22,5;118176,15;3532;15,14;5,6;953,34;28,73
