p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,915;7,747;4,758;641;610,75;22,5;118187,79;3532;15,14;5,6;953,3;28,73
1,911;7,634;4,776;641,25;610,75;22,5;118141,24;3532;15,35;5,68;953,3;28,73
1,915;7,874;4,783;641,5;610,5;22,5;118152,88;3532;15,35;5,68;953,32;28,73
1,911;7,703;4,769;641,75;610,5;22,5;118160,63;3532;15,35;5,68;953,34;28,73
1,911;7,713;4,776;641,5;610,5;22,5;118168,39;3532;15,35;5,68;953,32;28,73
1,915;7,757;4,772;641,75;610,5;22,5;118160,63;3532;15,35;5,68;953,3;28,76
1,914;7,784;4,758;641,75;610,5;22,5;118160,63;3532;15,35;5,68;953,3;28,73
1,915;7,675;4,769;641,5;610,5;22,5;118145,12;3525;15,35;5,66;953,33;28,76
1,911;7,612;4,769;641,75;610,25;22,5;118152,88;3525;15,35;5,66;953,34;28,76
1,912;7,788;4,776;641,75;610,25;22,5;118152,88;3525;15,35;5,66;953,31;28,76
1,915;7,737;4,769;641,75;610,25;22,5;118117,98;3525;15,35;5,66;953,32;28,76
1,911;7,582;4,772;641,75;610;22,5;118098,61;3525;15,35;5,66;953,33;28,73
1,908;8,034;4,754;641,75;610;22,5;118156,76;3525;15,35;5,66;953,37;28,76
1,912;7,801;4,769;642;610;22,5;118187,79;3525;15,35;5,66;953,33;28,73
1,913;7,757;4,758;642;610;22,5;118172,27;3525;15,35;5,66;953,34;28,76
1,912;7,889;4,765;641,75;610,25;22,5;118168,39;3525;15,35;5,66;953,32;28,76
1,911;8,016;4,765;641,75;610,25;22,5;118141,24;3525;15,35;5,66;953,35;28,73
1,912;7,927;4,776;641,75;610;22,5;118145,12;3525;15,35;5,66;953,33;28,76
1,911;7,549;4,769;641,5;610;22,5;118156,76;3525;15,55;5,74;953,29;28,68
1,915;7,798;4,78;641,5;610,25;22,5;118149;3525;15,55;5,74;953,35;28,76
1,915;7,631;4,772;641,5;610,25;22,5;118172,27;3525;15,55;5,74;953,29;28,73
1,914;7,79;4,772;641,75;610,25;22,5;118214,95;3525;15,55;5,74;953,31;28,76
1,915;7,746;4,776;641,75;610,25;22,5;118191,66;3525;15,55;5,74;953,37;28,76
1,918;7,791;4,776;641,5;610,5;22,5;118183,91;3525;15,55;5,74;953,31;28,73
1,915;7,485;4,772;641,75;610,25;22,5;118160,63;3525;15,55;5,74;953,33;28,76
1,911;7,723;4,772;641,75;610,25;22,5;118149;3525;15,55;5,74;953,33;28,76
1,908;7,684;4,772;641,5;610;22,5;118141,24;3525;15,55;5,74;953,29;28,76
1,912;7,807;4,776;641,75;610,25;22,5;118137,37;3525;15,55;5,74;953,33;28,73
1,918;7,738;4,78;641,5;610,25;22,5;118218,84;3525;15,55;5,74;953,3;28,73
1,914;7,998;4,772;641,5;610,25;22,5;118187,79;3517;15,55;5,73;953,31;28,68
1,918;7,93;4,765;641,25;610,5;22,5;118172,27;3517;15,55;5,73;953,28;28,76
1,915;7,553;4,776;641,25;610,5;22,5;118172,27;3517;15,55;5,73;953,35;28,73
1,918;7,407;4,772;641,25;610,5;22,5;118180,02;3517;15,55;5,73;953,32;28,73
1,915;7,553;4,769;641,25;610,5;22,5;118152,88;3517;15,55;5,73;953,26;28,73
1,914;7,497;4,765;641,25;610,5;22,5;118125,74;3517;15,35;5,65;953,29;28,68
1,915;7,728;4,772;641,25;610,5;22,5;118137,37;3517;15,35;5,65;953,3;28,73
1,92;7,726;4,78;641,25;610,5;22,5;118125,74;3517;15,35;5,65;953,29;28,76
1,91;8,043;4,769;641,25;610,25;22,5;118129,62;3517;15,35;5,65;953,36;28,76
1,918;7,798;4,787;641,25;610,5;22,5;118137,37;3517;15,35;5,65;953,24;28,73
1,914;7,649;4,761;641,25;610,5;22,5;118141,24;3517;15,35;5,65;953,3;28,73
1,915;7,488;4,761;641,25;610,5;22,5;118149;3517;15,35;5,65;953,34;28,76
1,912;7,658;4,78;641,25;610,5;22,5;118180,02;3517;15,35;5,65;953,35;28,73
1,918;7,656;4,765;641,25;610,5;22,5;118168,39;3517;15,35;5,65;953,3;28,73
1,915;8,077;4,783;641,25;610,5;22,5;118238,25;3517;15,35;5,65;953,34;28,76
1,922;7,933;4,769;641,5;610,5;22,5;118273,21;3517;15,35;5,65;953,32;28,73
1,915;7,861;4,772;641,5;610,5;22,5;118277,09;3517;15,55;5,73;953,32;28,73
1,915;7,605;4,769;641,5;610,5;22,5;118257,67;3517;15,55;5,73;953,32;28,73
1,911;7,822;4,78;641,5;610,5;22,5;118230,48;3517;15,55;5,73;953,31;28,76
1,912;7,946;4,75;641,25;610,5;22,5;118249,9;3517;15,55;5,73;953,29;28,73
1,911;7,661;4,761;641,25;610,5;22,5;118265,45;3517;15,55;5,73;953,35;28,68
1,911;7,688;4,769;641;610,5;22,5;118284,88;3517;15,55;5,73;953,31;28,73
1,914;7,52;4,772;641;610,5;22,5;118265,45;3517;15,55;5,73;953,27;28,73
1,914;7,667;4,776;641;610,5;22,5;118218,84;3517;15,55;5,73;953,34;28,78
1,918;7,764;4,772;641;610,75;22,5;118246,02;3517;15,55;5,73;953,36;28,76
1,914;7,784;4,765;641;610,75;22,5;118222,72;3517;15,55;5,73;953,33;28,76
1,908;7,752;4,769;641;610,75;22,5;118222,72;3517;15,55;5,73;953,31;28,76
1,911;7,836;4,769;640,75;610,75;22,5;118257,67;3523;15,35;5,66;953,32;28,73
1,914;7,785;4,765;641;610,75;22,5;118207,2;3523;15,35;5,66;953,29;28,73
1,915;7,814;4,772;640,75;610,75;22,5;118195,55;3523;15,35;5,66;953,35;28,73
1,915;7,536;4,787;640,75;610,75;22,5;118203,31;3523;15,35;5,66;953,28;28,76
1,915;7,556;4,78;640,75;611;22,5;118180,02;3523;15,35;5,66;953,3;28,76
1,915;7,257;4,776;640,75;611,25;22,5;118160,63;3523;15,35;5,66;953,3;28,76
1,915;7,773;4,776;640,5;611;22,5;118183,91;3523;15,35;5,66;953,32;28,73
1,915;7,767;4,772;640,5;611,25;22,5;118187,79;3523;15,35;5,66;953,36;28,73
1,915;7,782;4,769;640,5;611,25;22,5;118199,43;3523;15,35;5,66;953,32;28,73
1,915;7,606;4,765;640,5;611,25;22,5;118214,95;3523;15,35;5,66;953,34;28,76
1,914;7,843;4,772;640,5;611,25;22,5;118234,37;3523;15,35;5,66;953,32;28,73
1,911;7,79;4,769;640,5;611,25;22,5;118242,13;3535;15,35;5,68;953,32;28,68
1,915;7,632;4,769;640,25;611;22,5;118218,84;3535;15,35;5,68;953,29;28,68
1,91;7,609;4,776;640,25;611;22,5;118207,2;3535;15,35;5,68;953,36;28,73
1,909;7,713;4,78;640,25;611;22,5;118211,08;3535;15,35;5,68;953,32;28,76
1,914;7,479;4,78;640,25;611;22,5;118226,6;3535;15,35;5,68;953,32;28,73
1,915;7,799;4,776;640,5;611;22,5;118226,6;3535;15,35;5,68;953,32;28,76
1,915;7,863;4,769;640,5;611,25;22,5;118234,37;3535;15,35;5,68;953,32;28,73
