p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,935;7,928;4,842;630;613,25;23,75;119355,48;6262;9,54;6,26;953,39;28,84
1,938;8,026;4,834;630;613;23,75;119375,27;6262;9,54;6,26;953,39;28,84
1,936;8,275;4,849;630;613;23,75;119343,61;6269;9,33;6,13;953,42;28,86
1,939;7,962;4,834;629,75;613;23,75;119327,78;6269;9,33;6,13;953,42;28,78
1,939;7,867;4,838;629,75;613;23,75;119347,56;6269;9,33;6,13;953,38;28,84
1,938;7,798;4,856;630;613;23,75;119308,02;6269;9,33;6,13;953,45;28,84
1,935;7,751;4,842;629,75;612,75;22,75;119343,61;6269;9,33;6,13;953,41;28,86
1,939;8,169;4,849;630;612,75;23,5;119395,06;6269;9,33;6,13;953,39;28,84
1,941;7,895;4,845;630;613;23,75;119434,67;6269;9,54;6,26;953,4;28,86
1,943;8,09;4,842;629,5;613;22,25;119490,17;6269;9,54;6,26;953,39;28,84
1,938;8,241;4,831;629,75;613,25;22,5;119434,67;6269;9,54;6,26;953,42;28,78
1,948;8,144;4,845;630;613,25;23,5;119426,75;6269;9,54;6,26;953,35;28,86
1,945;8,014;4,845;630;613;23,5;119442,59;6269;9,54;6,26;953,36;28,78
1,939;7,945;4,853;630;613;23,5;119402,98;6279;9,54;6,27;953,38;28,86
1,935;7,798;4,838;629,5;612,75;23;119395,06;6279;9,54;6,27;953,41;28,84
1,938;7,992;4,838;629,5;613;22,25;119410,91;6279;9,54;6,27;953,4;28,84
1,942;7,972;4,849;629,75;613;23,75;119308,02;6279;9,54;6,27;953,41;28,84
1,942;7,992;4,842;629,5;612,75;23,75;119319,88;6279;9,54;6,27;953,43;28,84
1,941;8,055;4,853;629,5;612,75;23,75;119284,29;6279;9,54;6,27;953,45;28,86
1,942;7,986;4,853;629,5;612,5;23,75;119280,34;6279;9,54;6,27;953,43;28,78
1,939;7,921;4,831;629,75;612,5;23,75;119284,29;6279;9,54;6,27;953,38;28,84
1,936;7,969;4,834;629,75;612,5;23,75;119280,34;6279;9,54;6,27;953,4;28,84
1,936;7,875;4,842;629,75;612,75;23,75;119264,54;6279;9,54;6,27;953,37;28,78
