p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,932;7,969;4,813;633,75;611,75;23,25;118855,02;4643;13,27;6,45;953,36;29,07
1,928;8,089;4,82;634;612;23,25;118831,48;4643;13,27;6,45;953,35;29,07
1,936;7,804;4,809;633,75;612;23,25;118855,02;4643;13,27;6,45;953,34;29,1
1,928;8,028;4,82;633,5;611,75;23,25;118694,36;4643;13,27;6,45;953,36;29,07
1,93;7,813;4,827;633,5;611,75;23,25;118698,27;4643;13,27;6,45;953,37;29,07
1,925;7,807;4,816;633,5;611,75;23,25;118686,53;4646;13,06;6,36;953,35;29,1
1,925;8,043;4,816;633,5;612,25;23,25;118682,63;4646;13,06;6,36;953,34;29,1
1,928;7,872;4,813;633,5;612;23,25;118643,51;4646;13,06;6,36;953,36;29,07
1,922;7,968;4,823;633,25;612;23,25;118639,6;4646;13,06;6,36;953,34;29,1
1,931;8,053;4,816;633,25;612;23,25;118639,6;4646;13,06;6,36;953,33;29,1
1,928;7,858;4,809;633,25;612;23,25;118623,96;4646;13,06;6,36;953,34;29,07
1,928;7,631;4,813;633,25;612;23,25;118627,88;4646;13,06;6,36;953,36;29,07
1,928;7,837;4,813;633,25;612;23;118596,61;4646;13,06;6,36;953,36;29,1
1,928;7,734;4,82;633,25;612;23;118643,51;4646;13,06;6,36;953,34;29,1
1,929;7,796;4,809;633,5;612;23;118666,98;4646;13,06;6,36;953,34;29,1
1,928;7,905;4,827;633,5;612;23;118702,2;4646;13,06;6,36;953,38;29,07
1,928;7,842;4,831;633,5;612;23;118702,2;4623;13,06;6,32;953,36;29,07
1,928;8,029;4,82;633,75;612;23;118674,8;4623;13,06;6,32;953,34;29,1
1,932;7,807;4,823;634;611,75;23;118682,63;4623;13,06;6,32;953,36;29,1
1,928;7,996;4,827;634;611,5;23,25;118694,36;4623;13,06;6,32;953,37;29,1
1,925;7,808;4,805;634,25;611,75;23;118690,45;4623;13,06;6,32;953,38;29,1
1,925;8,052;4,827;634,25;611,75;23,25;118694,36;4623;12,86;6,22;953,33;29,07
1,923;7,752;4,82;634,25;611,75;23,25;118741,34;4623;12,86;6,22;953,36;29,1
1,929;7,744;4,813;634;611,75;23,25;118757,01;4623;12,86;6,22;953,37;29,1
1,932;7,744;4,816;634;611,75;23,25;118768,77;4623;12,86;6,22;953,37;29,1
1,932;7,957;4,816;634;612;23,25;118772,68;4623;12,86;6,22;953,38;29,07
1,928;7,869;4,813;634;611,75;23,25;118753,09;4623;12,86;6,22;953,38;29,1
1,922;7,919;4,831;634;612;23,25;118768,77;4631;13,06;6,34;953,35;29,12
1,924;8,007;4,813;634;612;23,25;118760,92;4631;13,06;6,34;953,36;29,07
1,921;7,814;4,809;634;612,25;23,25;118741,34;4631;13,06;6,34;953,37;29,1
1,928;7,957;4,827;633,75;612,25;23,25;118721,77;4631;13,06;6,34;953,29;29,1
1,925;7,864;4,816;633,5;612,25;23,25;118631,78;4631;13,06;6,34;953,34;29,1
1,928;7,775;4,816;633,25;612,25;23,25;118631,78;4631;12,86;6,24;953,36;29,1
1,929;7,975;4,805;633;612,25;23,25;118616,15;4631;12,86;6,24;953,35;29,12
1,922;7,839;4,816;633;612,5;23,25;118526,32;4631;12,86;6,24;953,37;29,07
1,921;8,038;4,816;632,75;612,25;23,25;118483,41;4631;12,86;6,24;953,35;29,1
1,922;7,971;4,816;632,75;612;23,25;118456,12;4631;12,86;6,24;953,35;29,1
1,918;7,93;4,816;632,75;612,25;23,25;118436,64;4631;12,86;6,24;953,37;29,1
1,922;7,498;4,813;632,5;612,25;23,25;118386,01;4630;12,86;6,23;953,33;29,12
1,925;8,171;4,805;632,5;612,25;23,25;118378,22;4630;12,86;6,23;953,36;29,1
1,926;7,877;4,809;632,5;612;23,25;118401,58;4630;12,86;6,23;953,41;29,07
1,922;7,858;4,813;633;611,75;23,25;118347,09;4630;12,86;6,23;953,42;29,1
1,918;7,86;4,809;633;611,75;23,25;118312,09;4630;12,86;6,23;953,33;29,12
1,922;7,735;4,805;633;611,5;23,25;118335,41;4614;12,86;6,21;953,31;29,12
1,918;7,843;4,805;633;611,5;23,25;118327,64;4614;12,86;6,21;953,35;29,1
1,919;7,565;4,82;633;611,75;23,25;118331,53;4614;12,86;6,21;953,34;29,1
1,919;7,555;4,816;633;611,75;23,25;118323,75;4614;12,86;6,21;953,36;29,12
1,919;7,628;4,802;633;611,5;23;118347,09;4614;12,86;6,21;953,37;29,12
1,922;7,832;4,813;633,25;611,75;23;118327,64;4614;12,86;6,21;953,39;29,1
1,918;8,065;4,798;633,25;611,5;23;118312,09;4614;13,06;6,31;953,38;29,12
1,92;7,799;4,805;633,25;611,75;23;118304,3;4614;13,06;6,31;953,41;29,12
1,918;7,732;4,805;633;611,75;23;118312,09;4614;13,06;6,31;953,39;29,12
1,918;7,822;4,805;633;611,75;22,75;118315,97;4614;13,06;6,31;953,4;29,12
1,925;7,486;4,823;633,25;611,75;22,75;118315,97;4614;13,06;6,31;953,39;29,1
1,925;7,491;4,816;633,25;611,75;22,75;118343,2;4609;13,06;6,31;953,39;29,12
1,918;8,132;4,813;633,25;611,75;22,75;118292,64;4609;13,06;6,31;953,34;29,1
1,918;7,453;4,813;633,25;611,75;22,75;118304,3;4609;13,06;6,31;953,38;29,1
1,922;7,687;4,82;633,25;611,75;22,75;118273,21;4609;13,06;6,31;953,35;29,1
1,918;7,908;4,816;633,25;611,75;22,75;118280,98;4609;13,06;6,31;953,36;29,12
1,918;7,731;4,827;633,25;611,5;22,75;118238,25;4609;13,06;6,31;953,36;29,1
1,915;7,731;4,816;633;611,75;22,75;118238,25;4609;12,86;6,21;953,31;29,17
1,918;7,675;4,816;633;611,75;22,5;118234,37;4609;12,86;6,21;953,35;29,12
1,918;7,618;4,816;632,75;611,75;22,5;118308,2;4609;12,86;6,21;953,42;29,17
1,922;7,874;4,787;632,75;611,75;22,5;118339,3;4609;12,86;6,21;953,34;29,12
1,918;7,726;4,805;633;611,75;22,75;118323,75;4609;12,86;6,21;953,38;29,17
1,922;7,869;4,816;633;611,75;22,75;118366,54;4605;13,06;6,3;953,39;29,12
1,918;7,91;4,823;633;611,75;22,75;118370,44;4605;13,06;6,3;953,44;29,12
1,918;7,477;4,816;633;611,75;22,75;118366,54;4605;13,06;6,3;953,37;29,12
1,921;7,916;4,805;633,25;611,75;22,75;118354,87;4605;13,06;6,3;953,36;29,2
1,922;7,732;4,809;633;611,75;23;118343,2;4605;13,06;6,3;953,39;29,17
1,922;7,676;4,798;632,75;611,75;23;118354,87;4605;13,06;6,3;953,42;29,12
1,922;7,808;4,813;632,75;612;23;118350,98;4605;13,06;6,3;953,35;29,12
1,918;7,647;4,805;632,75;612;23;118343,2;4605;13,06;6,3;953,36;29,17
1,919;7,907;4,82;632,5;611,5;22,75;118393,79;4605;13,06;6,3;953,33;29,17
1,922;7,763;4,813;632,25;611,5;22,75;118389,9;4605;13,06;6,3;953,31;29,17
1,918;7,738;4,809;633;611,75;23;118354,87;4605;13,06;6,3;953,3;29,17
1,918;7,858;4,813;633;611,5;22,75;118331,53;4596;12,86;6,19;953,32;29,2
1,922;7,529;4,805;633;611,5;23;118319,86;4596;12,86;6,19;953,34;29,17
1,919;7,621;4,813;633;611,5;23;118269,32;4596;12,86;6,19;953,36;29,17
1,918;7,488;4,805;633;611,25;23;118257,67;4596;12,86;6,19;953,41;29,2
1,915;8,014;4,813;633,25;611,25;23,25;118230,48;4596;12,86;6,19;953,37;29,17
1,918;7,483;4,809;633,5;611,25;23,25;118304,3;4596;12,86;6,19;953,36;29,2
1,916;7,703;4,798;633,5;611,25;23,25;118319,86;4596;12,86;6,19;953,38;29,2
1,914;7,845;4,813;633,25;611,25;23,25;118331,53;4596;12,86;6,19;953,37;29,17
1,915;7,754;4,816;633;611,25;23,25;118339,3;4596;12,86;6,19;953,34;29,17
1,922;7,984;4,813;633;611,25;23,25;118358,76;4596;12,86;6,19;953,42;29,17
1,921;7,857;4,809;632,25;611,25;23;118350,98;4596;12,86;6,19;953,37;29,2
1,921;7,875;4,809;632,25;611,25;23,25;118378,22;4596;13,06;6,29;953,31;29,2
1,918;7,88;4,805;632,5;611,25;23;118378,22;4596;13,06;6,29;953,34;29,17
1,915;7,802;4,809;632;611,5;22,75;118405,48;4596;13,06;6,29;953,34;29,2
1,915;7,857;4,805;632,25;611,75;23;118358,76;4596;13,06;6,29;953,34;29,2
