2,337;11,064;6,548;720,500;687,750;22,750;136147,050;5645,000;19,700;11,650;953,320;26,480;0,000
2,330;11,218;6,570;720,500;687,750;22,750;136141,890;5645,000;19,700;11,650;953,380;26,410;0,000
2,323;11,151;6,548;720,500;688,000;22,750;136177,940;5645,000;19,490;11,520;953,330;26,480;0,000
2,330;11,398;6,566;720,750;688,000;22,750;136214,000;5645,000;19,490;11,520;953,330;26,480;0,000
2,330;11,119;6,552;720,750;688,250;22,750;136193,390;5645,000;19,490;11,520;953,340;26,460;0,000
2,330;11,046;6,555;721,000;688,500;22,750;136239,780;5645,000;19,490;11,520;953,340;26,460;0,000
2,327;11,231;6,566;721,000;688,500;23,000;136250,090;5645,000;19,490;11,520;953,350;26,510;0,000
2,327;10,930;6,566;721,250;689,000;23,000;136296,520;5613,000;19,910;11,700;953,300;26,460;0,000
2,327;10,919;6,559;721,250;689,250;23,000;136306,840;5613,000;19,910;11,700;953,320;26,510;0,000
2,327;11,082;6,559;719,750;689,000;22,750;136270,720;5613,000;19,910;11,700;953,320;26,460;0,000
2,330;11,045;6,563;720,500;689,250;22,750;136270,720;5613,000;19,910;11,700;953,350;26,480;0,000
2,328;11,398;6,555;720,500;688,750;22,750;136296,520;5613,000;19,910;11,700;953,330;26,460;0,000
2,330;11,101;6,563;720,500;689,250;23,000;136275,880;5613,000;19,490;11,460;953,320;26,480;0,000
2,334;11,107;6,559;720,500;689,250;22,500;136301,670;5613,000;19,490;11,460;953,330;26,480;0,000
2,333;11,420;6,570;720,750;689,250;23,000;136301,670;5613,000;19,490;11,460;953,300;26,480;0,000
2,330;10,958;6,566;720,750;689,250;22,750;136270,720;5613,000;19,490;11,460;953,320;26,480;0,000
2,333;11,257;6,566;720,500;689,000;23,000;136234,630;5613,000;19,490;11,460;953,290;26,480;0,000
2,333;11,020;6,566;720,250;688,750;23,000;136250,090;5613,000;19,490;11,460;953,260;26,480;0,000
2,331;11,457;6,566;720,000;689,000;23,000;136224,310;5609,000;19,700;11,570;953,300;26,410;0,000
2,330;11,341;6,552;720,000;689,000;22,750;136203,700;5609,000;19,700;11,570;953,310;26,460;0,000
2,329;11,367;6,555;720,000;688,750;22,750;136147,050;5609,000;19,700;11,570;953,320;26,460;0,000
2,330;11,105;6,570;716,250;688,500;22,500;136018,440;5609,000;19,700;11,570;953,290;26,460;0,000
2,326;11,083;6,555;718,250;688,250;23,000;136054,420;5609,000;19,700;11,570;953,300;26,460;0,000
2,326;11,226;6,563;716,500;688,000;21,500;136126,450;5609,000;19,490;11,450;953,330;26,460;0,000
2,330;11,094;6,559;720,500;688,000;22,750;136136,750;5609,000;19,490;11,450;953,300;26,480;0,000
2,330;10,967;6,559;720,500;688,250;22,750;136177,940;5609,000;19,490;11,450;953,290;26,480;0,000
2,327;10,958;6,559;720,250;688,250;22,750;136193,390;5609,000;19,490;11,450;953,300;26,510;0,000
2,337;11,486;6,563;720,250;688,500;22,500;136219,160;5609,000;19,490;11,450;953,330;26,460;0,000
2,330;10,968;6,563;720,250;688,500;22,500;136172,780;5609,000;19,490;11,450;953,280;26,460;0,000
2,333;11,085;6,552;720,000;688,750;22,750;136234,630;5613,000;19,490;11,460;953,340;26,480;0,000
2,333;11,051;6,563;720,250;688,750;22,750;136224,310;5613,000;19,490;11,460;953,300;26,460;0,000
2,337;10,925;6,563;720,250;688,750;23,000;136275,880;5613,000;19,490;11,460;953,300;26,480;0,000
2,333;11,130;6,559;720,250;688,750;23,000;136255,250;5613,000;19,490;11,460;953,280;26,460;0,000
2,334;11,167;6,555;720,000;688,750;23,000;136172,780;5613,000;19,490;11,460;953,310;26,460;0,000
2,334;10,874;6,563;720,000;688,750;23,000;136183,090;5613,000;19,700;11,580;953,330;26,460;0,000
2,334;10,804;6,552;720,000;688,750;22,750;136193,390;5613,000;19,700;11,580;953,380;26,480;0,000
2,334;11,046;6,570;719,500;688,500;22,750;136208,840;5613,000;19,700;11,580;953,350;26,480;0,000
2,334;11,232;6,548;720,000;688,500;22,750;136224,310;5613,000;19,700;11,580;953,300;26,480;0,000
2,328;11,145;6,566;720,000;688,500;22,750;136250,090;5613,000;19,700;11,580;953,310;26,480;0,000
2,332;11,160;6,570;720,000;688,500;22,750;136260,410;5613,000;19,700;11,580;953,320;26,480;0,000
2,340;11,353;6,555;718,750;688,750;22,250;136275,880;5616,000;19,700;11,590;953,330;26,460;0,000
2,333;11,340;6,555;720,000;689,000;22,750;136255,250;5616,000;19,700;11,590;953,270;26,460;0,000
2,334;11,005;6,559;719,750;688,750;22,750;136260,410;5616,000;19,700;11,590;953,330;26,460;0,000
2,333;11,268;6,555;720,000;688,750;23,000;136229,470;5616,000;19,700;11,590;953,320;26,480;0,000
2,329;11,088;6,563;719,750;688,500;22,500;136219,160;5616,000;19,700;11,590;953,290;26,460;0,000
2,330;11,111;6,548;720,000;688,750;23,000;136198,550;5628,000;19,700;11,610;953,290;26,480;0,000
2,333;10,941;6,559;720,000;688,500;23,000;136203,700;5628,000;19,700;11,610;953,290;26,480;0,000
2,327;11,153;6,552;719,750;688,750;23,000;136162,480;5628,000;19,700;11,610;953,350;26,480;0,000
2,323;10,835;6,563;719,750;688,750;23,000;136162,480;5628,000;19,700;11,610;953,310;26,480;0,000
2,326;11,033;6,566;719,750;688,750;23,000;136198,550;5628,000;19,700;11,610;953,300;26,480;0,000
2,323;11,173;6,552;719,750;688,750;23,000;136152,190;5628,000;19,700;11,610;953,320;26,460;0,000
2,327;11,141;6,559;719,750;688,750;23,000;136183,090;5628,000;19,490;11,490;953,290;26,460;0,000
2,328;10,978;6,552;720,250;688,500;23,000;136234,630;5628,000;19,490;11,490;953,290;26,480;0,000
2,322;11,352;6,563;720,250;688,500;23,000;136214,000;5628,000;19,490;11,490;953,320;26,480;0,000
2,330;11,241;6,559;720,500;688,500;23,000;136239,780;5628,000;19,490;11,490;953,260;26,460;0,000
2,328;10,924;6,559;720,500;688,500;23,000;136229,470;5628,000;19,490;11,490;953,270;26,480;0,000
2,327;10,989;6,559;720,500;688,500;23,250;136203,700;5614,000;19,910;11,700;953,300;26,480;0,000
2,330;10,972;6,552;720,750;688,250;23,250;136229,470;5614,000;19,910;11,700;953,280;26,410;0,000
2,330;11,154;6,566;720,750;688,500;23,250;136239,780;5614,000;19,910;11,700;953,280;26,460;0,000
2,335;11,204;6,566;720,750;688,500;23,250;136255,250;5614,000;19,910;11,700;953,320;26,480;0,000
2,330;10,919;6,548;720,750;688,500;23,250;136208,840;5614,000;19,910;11,700;953,300;26,480;0,000
2,330;11,241;6,544;720,500;688,750;23,250;136136,750;5614,000;19,910;11,700;953,350;26,460;0,000
2,336;11,173;6,559;720,000;688,500;23,250;136147,050;5614,000;19,700;11,580;953,300;26,510;0,000
2,339;11,306;6,552;720,000;688,500;23,250;136183,090;5614,000;19,700;11,580;953,320;26,480;0,000
2,331;11,287;6,544;720,250;688,500;23,250;136162,480;5614,000;19,700;11,580;953,320;26,480;0,000
2,333;11,246;6,563;720,500;688,500;23,000;136172,780;5614,000;19,700;11,580;953,360;26,480;0,000
2,335;11,446;6,559;720,500;688,250;23,000;136152,190;5614,000;19,700;11,580;953,350;26,460;0,000
2,334;11,387;6,552;720,750;688,250;23,000;136172,780;5605,000;19,700;11,560;953,370;26,480;0,000
2,333;10,755;6,552;720,750;688,250;23,000;136111,020;5605,000;19,700;11,560;953,270;26,480;0,000
2,333;11,046;6,566;721,000;688,000;22,750;136090,440;5605,000;19,700;11,560;953,320;26,480;0,000
2,336;11,219;6,544;721,000;688,000;22,750;136136,750;5605,000;19,700;11,560;953,340;26,480;0,000
2,333;11,250;6,544;721,250;688,000;22,750;136074,980;5605,000;19,700;11,560;953,300;26,480;0,000
2,337;11,147;6,544;721,000;688,000;22,750;136121,300;5605,000;19,700;11,560;953,320;26,480;0,000
2,331;10,924;6,566;721,000;688,000;22,750;136172,780;5605,000;19,490;11,440;953,340;26,480;0,000
2,337;11,373;6,559;721,250;688,000;23,000;136152,190;5605,000;19,490;11,440;953,270;26,510;0,000
2,328;11,065;6,548;721,250;688,000;23,000;136147,050;5605,000;19,490;11,440;953,280;26,480;0,000
2,332;11,249;6,552;721,250;688,000;23,000;136136,750;5605,000;19,490;11,440;953,340;26,460;0,000
2,330;11,313;6,559;721,500;688,000;23,000;136116,160;5605,000;19,490;11,440;953,350;26,480;0,000
2,333;10,912;6,563;721,500;687,750;23,000;136090,440;5619,000;19,910;11,710;953,300;26,510;0,000
2,327;11,094;6,555;721,500;687,750;23,000;136105,860;5619,000;19,910;11,710;953,320;26,480;0,000
2,335;11,318;6,559;721,750;687,750;23,000;136095,580;5619,000;19,910;11,710;953,310;26,510;0,000
2,327;11,156;6,552;721,750;687,750;22,750;136167,640;5619,000;19,910;11,710;953,320;26,480;0,000
2,330;11,213;6,548;721,750;687,500;23,000;136167,640;5619,000;19,910;11,710;953,320;26,480;0,000
2,331;11,223;6,555;721,750;687,750;23,000;136183,090;5619,000;19,910;11,710;953,320;26,480;0,000
2,330;11,002;6,559;721,500;687,750;23,000;136203,700;5611,000;19,910;11,700;953,270;26,480;0,000
2,330;11,101;6,552;721,500;687,750;23,000;136198,550;5611,000;19,910;11,700;953,280;26,460;0,000
2,334;11,201;6,563;721,250;687,750;23,000;136224,310;5611,000;19,910;11,700;953,320;26,480;0,000
2,334;11,185;6,541;721,750;688,000;23,000;136234,630;5611,000;19,910;11,700;953,340;26,480;0,000
2,334;11,197;6,555;721,750;687,750;23,000;136214,000;5611,000;19,910;11,700;953,300;26,480;0,000
2,328;10,981;6,548;721,750;687,750;23,000;136193,390;5611,000;19,910;11,700;953,280;26,480;0,000
2,331;11,231;6,552;721,750;688,000;23,000;136162,480;5611,000;19,910;11,700;953,310;26,510;0,000
2,331;10,937;6,544;721,500;687,750;23,000;136111,020;5611,000;19,910;11,700;953,280;26,480;0,000
2,333;10,921;6,563;721,250;687,750;23,250;136131,590;5611,000;19,910;11,700;953,340;26,510;0,000
2,336;10,983;6,555;721,250;687,750;23,250;136147,050;5611,000;19,910;11,700;953,300;26,480;0,000
2,330;11,260;6,563;721,500;687,750;23,000;136141,890;5611,000;19,910;11,700;953,350;26,480;0,000
2,330;11,291;6,559;721,500;687,750;23,000;136157,340;5622,000;19,910;11,720;953,260;26,510;0,000
