p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,918;7,609;4,772;637,5;611;22,5;118323,75;3854;14,31;5,77;953,37;28,73
1,915;7,758;4,765;637,5;611;22,5;118335,41;3862;14,52;5,87;953,32;28,68
1,918;7,529;4,776;637,5;611;22,5;118312,09;3862;14,52;5,87;953,33;28,73
1,911;7,635;4,765;637,75;611,25;22,75;118335,41;3862;14,52;5,87;953,34;28,76
1,915;7,573;4,783;637,75;611,25;22,5;118343,2;3862;14,52;5,87;953,34;28,68
1,912;7,855;4,765;637,5;611,5;22,75;118343,2;3862;14,52;5,87;953,35;28,76
1,917;7,62;4,754;637,5;611,5;22,75;118362,65;3862;14,72;5,95;953,35;28,73
1,918;7,917;4,758;637,5;611,25;22,75;118323,75;3862;14,72;5,95;953,35;28,73
1,915;7,987;4,758;637,5;611,25;22,75;118319,86;3862;14,72;5,95;953,34;28,73
1,911;7,766;4,769;637,5;611,25;22,75;118319,86;3862;14,72;5,95;953,33;28,73
1,918;7,775;4,743;637,25;611,5;22,75;118323,75;3862;14,72;5,95;953,33;28,68
1,918;7,716;4,769;637,25;611,5;22,5;118339,3;3862;14,72;5,95;953,32;28,65
1,922;7,517;4,772;637,25;611,5;22,75;118308,2;3860;14,31;5,78;953,34;28,73
1,921;7,884;4,765;637,25;611,5;22,5;118288,76;3860;14,31;5,78;953,31;28,73
1,923;7,782;4,754;637,5;611,25;22,5;118261,55;3860;14,31;5,78;953,29;28,73
1,919;7,773;4,758;637,5;611,25;22,5;118312,09;3860;14,31;5,78;953,34;28,73
1,918;7,605;4,754;637,5;611,25;22,5;118265,45;3860;14,31;5,78;953,31;28,68
1,915;7,576;4,772;637,75;611;22,5;118284,88;3860;14,72;5,95;953,32;28,73
1,917;7,763;4,758;637,75;611;22,5;118280,98;3860;14,72;5,95;953,31;28,73
1,915;7,474;4,765;637,5;611,25;22,5;118296,53;3860;14,72;5,95;953,3;28,76
1,918;7,606;4,758;637,25;611,25;22,5;118312,09;3860;14,72;5,95;953,36;28,73
1,915;7,93;4,758;637,25;611,5;22,5;118308,2;3860;14,72;5,95;953,33;28,73
1,915;7,512;4,758;637,25;611,5;22,5;118261,55;3860;14,72;5,95;953,31;28,76
1,918;7,836;4,769;637;611,25;22,5;118246,02;3861;14,52;5,87;953,31;28,73
1,918;7,801;4,772;637,25;611,25;22,5;118265,45;3861;14,52;5,87;953,26;28,68
1,915;7,755;4,769;637,25;611,25;22,5;118284,88;3861;14,52;5,87;953,33;28,73
1,921;7,71;4,772;637,25;611,25;22,5;118315,97;3861;14,52;5,87;953,33;28,76
1,921;7,362;4,75;637,25;611,25;22,5;118300,41;3861;14,52;5,87;953,35;28,76
1,915;7,855;4,758;637,25;611,25;22,5;118315,97;3861;14,52;5,87;953,33;28,73
1,911;7,799;4,761;637,25;611,5;22,5;118335,41;3861;14,52;5,87;953,29;28,73
1,911;7,766;4,78;637,25;611,5;22,5;118343,2;3861;14,52;5,87;953,29;28,73
1,915;7,761;4,754;637;611,5;22,5;118288,76;3861;14,52;5,87;953,35;28,73
1,918;7,72;4,761;637,25;611,25;22,5;118273,21;3861;14,52;5,87;953,31;28,73
1,918;7,646;4,761;637;611,25;22,5;118296,53;3861;14,52;5,87;953,31;28,73
1,918;7,624;4,754;637;611,25;22,5;118292,64;3862;14,52;5,87;953,29;28,73
1,918;7,626;4,758;637;611,25;22,5;118327,64;3862;14,52;5,87;953,35;28,73
1,918;7,89;4,758;637,25;611;22,5;118308,2;3862;14,52;5,87;953,34;28,73
1,918;7,746;4,78;637,25;611;22,5;118269,32;3862;14,52;5,87;953,32;28,76
1,918;7,735;4,776;637,25;610,75;22,5;118319,86;3862;14,52;5,87;953,32;28,76
1,918;7,682;4,754;637,5;611;22,5;118230,48;3862;14,52;5,87;953,33;28,73
1,908;7,605;4,758;637,25;610,75;22,5;117897,49;3862;14,52;5,87;953,37;28,76
1,908;7,606;4,761;636,75;610;22,5;117774,07;3862;14,52;5,87;953,35;28,73
1,912;7,703;4,765;636,25;610;22,5;117870,48;3862;14,52;5,87;953,29;28,73
1,904;7,623;4,754;636,5;610;22,5;118036,66;3862;14,52;5,87;953,32;28,73
1,909;8,046;4,769;636,75;610,75;22,5;118137,37;3862;14,52;5,87;953,35;28,73
1,911;7,975;4,758;637;610,75;22,5;118203,31;3870;14,31;5,8;953,32;28,73
1,912;7,442;4,761;637,25;610,75;22,5;118098,61;3870;14,31;5,8;953,33;28,73
1,908;7,611;4,78;637,5;610,5;22,5;118086,98;3870;14,31;5,8;953,31;28,73
1,911;7,787;4,758;637,25;610,25;22,5;118056,02;3870;14,31;5,8;953,33;28,73
1,908;7,828;4,772;637,25;610,25;22,5;118052,14;3870;14,31;5,8;953,29;28,68
1,906;7,784;4,772;637,25;610,25;22,5;118032,79;3845;14,52;5,84;953,35;28,73
1,911;7,782;4,769;637;610,5;22,5;118025,05;3845;14,52;5,84;953,33;28,73
1,908;7,811;4,754;636,5;610,75;22,5;118048,27;3845;14,52;5,84;953,35;28,73
1,911;7,732;4,776;636,5;611;22,5;118083,12;3845;14,52;5,84;953,34;28,73
1,908;7,807;4,765;636,5;611;22,5;118149;3845;14,52;5,84;953,3;28,73
1,914;7,406;4,765;636,5;611,25;22,5;118180,02;3845;14,52;5,84;953,29;28,73
1,918;7,749;4,765;636,75;611,25;22,5;118226,6;3845;14,52;5,84;953,38;28,73
1,914;7,691;4,758;636,75;611,5;22,5;118230,48;3845;14,52;5,84;953,34;28,76
1,915;7,482;4,765;636,75;611,5;22,5;118277,09;3845;14,52;5,84;953,35;28,68
1,918;7,984;4,78;637;611,5;22,5;118331,53;3845;14,52;5,84;953,34;28,73
1,918;7,703;4,761;637;611,5;22,5;118312,09;3845;14,52;5,84;953,31;28,73
1,914;7,817;4,758;637;611,5;22,5;118195,55;3853;14,52;5,86;953,34;28,73
1,918;7,533;4,772;636,75;611;22,5;118133,49;3853;14,52;5,86;953,32;28,68
1,911;7,511;4,765;636,5;610,75;22,5;118086,98;3853;14,52;5,86;953,34;28,73
1,908;8,022;4,758;636,5;610,75;22,5;118106,36;3853;14,52;5,86;953,32;28,68
1,911;7,817;4,776;636,5;610,75;22,5;118090,86;3853;14,52;5,86;953,32;28,73
1,915;7,624;4,761;636,25;610,75;22,5;118125,74;3853;14,52;5,86;953,37;28,73
1,91;7,767;4,765;636,5;610,5;22,5;118114,11;3853;14,72;5,94;953,37;28,73
1,915;7,764;4,776;636,5;610,5;22,5;118137,37;3853;14,72;5,94;953,33;28,76
1,908;7,855;4,754;636,5;610,25;22,5;118071,5;3853;14,72;5,94;953,33;28,68
1,907;7,77;4,769;636,25;610,25;22,5;118098,61;3853;14,72;5,94;953,31;28,73
1,913;7,632;4,772;636,5;610,25;22,5;118075,38;3853;14,72;5,94;953,3;28,68
