p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,914;7,746;4,772;637;612;22,5;118300,41;3854;14,52;5,86;953,34;28,68
1,914;7,758;4,769;637,25;612;22,5;118347,09;3854;14,52;5,86;953,31;28,68
1,915;7,808;4,769;637,5;612;22,5;118350,98;3854;14,52;5,86;953,3;28,68
1,918;7,877;4,769;637,5;611,75;22,5;118366,54;3854;14,52;5,86;953,33;28,68
1,918;7,741;4,769;637,75;611,75;22,5;118370,44;3854;14,52;5,86;953,33;28,68
1,919;7,735;4,761;637,5;611,75;22,5;118374,32;3854;14,52;5,86;953,32;28,68
1,918;7,717;4,765;637,75;611,75;22,5;118409,37;3854;14,52;5,86;953,32;28,68
1,915;7,508;4,761;637,75;611,75;22,5;118436,64;3854;14,52;5,86;953,36;28,68
1,917;7,861;4,754;637,75;611,75;22,5;118421,05;3854;14,52;5,86;953,3;28,73
1,918;7,943;4,78;637,75;611,75;22,5;118393,79;3852;14,72;5,94;953,33;28,68
1,922;7,735;4,776;637,75;611,5;22,5;118424,95;3852;14,72;5,94;953,33;28,68
1,918;7,921;4,761;638;611,5;22,75;118421,05;3852;14,72;5,94;953,35;28,73
1,918;7,749;4,765;638;611,25;22,5;118393,79;3852;14,72;5,94;953,33;28,73
1,918;7,615;4,772;637,75;611,25;22,5;118378,22;3852;14,72;5,94;953,29;28,73
1,915;7,751;4,776;637,75;611,25;22,75;118366,54;3852;14,72;5,94;953,3;28,68
1,915;7,778;4,772;637,5;611,25;22,5;118335,41;3852;14,52;5,86;953,34;28,73
1,914;7,79;4,761;637,5;611,25;22,75;118335,41;3852;14,52;5,86;953,34;28,68
1,919;7,971;4,761;637,75;611;22,5;118386,01;3852;14,52;5,86;953,33;28,73
1,921;7,989;4,772;638;611,25;22,5;118413,26;3852;14,52;5,86;953,32;28,73
1,918;7,826;4,769;638;611,25;22,5;118428,84;3852;14,52;5,86;953,31;28,68
1,918;7,836;4,761;638;611;22,5;118409,37;3854;14,31;5,77;953,29;28,68
1,918;7,772;4,765;637,75;611;22,75;118354,87;3854;14,31;5,77;953,34;28,73
1,925;7,667;4,769;637,5;611;22,75;118354,87;3854;14,31;5,77;953,35;28,76
1,918;7,843;4,758;637,5;611,25;22,5;118319,86;3854;14,31;5,77;953,34;28,68
1,918;7,89;4,758;637,5;611,25;22,75;118335,41;3854;14,31;5,77;953,37;28,73
