p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,343;10,989;6,588;728,75;690,75;26,5;136080,13;4252;22,81;10,16;953,38;28,44
2,323;11,21;6,599;728,25;690,5;21,75;136111,02;4252;22,81;10,16;953,39;28,47
2,326;10,995;6,588;728,25;690,25;23,75;136100,72;4252;22,81;10,16;953,3;28,44
2,338;10,936;6,588;727,25;690,25;26,5;136131,59;4252;22,81;10,16;953,38;28,44
2,343;11,203;6,603;728;690,25;22,25;136172,78;4252;22,6;10,06;953,35;28,44
2,347;11,142;6,592;728;690,5;25,5;136131,59;4252;22,6;10,06;953,33;28,52
2,343;10,995;6,603;727,25;690;25,25;136105,86;4252;22,6;10,06;953,35;28,52
2,336;11,151;6,603;727,75;689,75;24;136100,72;4252;22,6;10,06;953,35;28,47
2,337;11,127;6,584;727,5;689,5;25,25;136085,28;4252;22,6;10,06;953,34;28,47
2,347;11,271;6,584;727;689,5;23,75;136131,59;4310;22,6;10,2;953,45;28,47
2,337;11,015;6,599;728;690;24,5;136121,3;4310;22,6;10,2;953,36;28,47
2,344;11,111;6,584;727,75;689,25;24,5;136167,64;4310;22,6;10,2;953,38;28,47
2,337;11,085;6,595;728,75;689,75;24;136136,75;4310;22,6;10,2;953,35;28,47
2,337;11,277;6,603;727,75;689,75;25;136100,72;4310;22,6;10,2;953,33;28,47
2,337;11,138;6,595;727,75;689,25;21;136131,59;4310;22,6;10,2;953,31;28,47
2,337;11,034;6,595;727;688,75;23;136208,84;4310;22,6;10,2;953,35;28,44
2,333;10,801;6,595;727;689,5;25,25;136203,7;4310;22,6;10,2;953,38;28,47
2,327;11,376;6,592;728,25;689,75;27;136111,02;4310;22,6;10,2;953,29;28,52
2,333;11,098;6,603;728,25;688,75;25,5;136095,58;4310;22,6;10,2;953,32;28,52
2,329;10,947;6,592;727;689;25,75;136126,45;4310;22,6;10,2;953,37;28,47
2,333;11,129;6,595;728;688,75;25,25;136152,19;4338;23,02;10,46;953,32;28,52
