p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
2,334;11,324;6,595;727,75;688,5;27;136203,7;4338;23,02;10,46;953,34;28,47
2,337;10,978;6,592;726,5;688,25;23,25;136244,94;4338;23,02;10,46;953,31;28,47
2,344;10,871;6,577;727,25;687,75;24;136188,23;4338;23,02;10,46;953,35;28,44
2,33;11,008;6,592;726,25;687,75;26;136208,84;4338;23,02;10,46;953,38;28,47
2,34;11,006;6,588;728,5;688,75;24,5;136172,78;4338;23,02;10,46;953,32;28,44
2,344;11,192;6,599;727,25;689;26,25;136126,45;4338;23,02;10,46;953,36;28,47
2,333;11,142;6,595;727,75;689,75;25;136105,86;4338;23,02;10,46;953,39;28,47
2,333;11,029;6,595;726,75;688;24,25;136121,3;4338;23,02;10,46;953,33;28,44
2,337;11,22;6,588;727,25;688,5;26;136147,05;4338;23,02;10,46;953,28;28,47
2,324;10,933;6,595;726,25;688,5;24,75;136100,72;4338;23,02;10,46;953,39;28,44
2,327;10,974;6,595;727;688,25;26,25;136116,16;4319;23,02;10,41;953,36;28,47
2,33;11,136;6,588;728;689,5;26,25;136147,05;4319;23,02;10,41;953,33;28,47
2,334;11,194;6,599;726,5;688;24,5;136136,75;4319;23,02;10,41;953,32;28,52
2,328;11,291;6,592;727,25;690,25;27;136090,44;4319;23,02;10,41;953,25;28,47
2,333;11,2;6,606;728,25;690,25;25,5;136018,44;4319;23,02;10,41;953,34;28,47
2,33;11,249;6,603;727,75;689,75;26,25;135987,61;4319;23,02;10,41;953,33;28,44
2,333;10,983;6,584;727,75;690,25;25,5;135951,67;4319;22,81;10,32;953,35;28,47
2,34;10,906;6,599;727;688;23,25;136018,44;4319;22,81;10,32;953,33;28,44
2,34;11,124;6,595;725,75;688,75;25;136018,44;4319;22,81;10,32;953,34;28,47
2,331;11,012;6,599;726,5;689;24;135982,47;4319;22,81;10,32;953,3;28,44
2,343;10,828;6,592;728,75;688,5;23,5;135972,2;4319;22,81;10,32;953,39;28,47
2,333;11,11;6,603;728,25;691;27;135961,94;4270;22,81;10,2;953,32;28,47
2,334;11,096;6,588;728,75;690,25;25;135941,39;4270;22,81;10,2;953,28;28,47
2,34;11,101;6,595;727,5;690,5;27;135956,8;4270;22,81;10,2;953,32;28,47
2,337;11,306;6,595;727,25;690,25;26,5;135961,94;4270;22,81;10,2;953,3;28,47
2,333;10,989;6,581;725,5;690,75;25,25;135946,53;4270;22,81;10,2;953,32;28,47
2,331;10,778;6,588;728,5;691,5;26,75;135977,34;4270;22,81;10,2;953,34;28,44
2,331;11,306;6,595;727,5;691,25;25;136008,16;4230;22,81;10,1;953,4;28,44
2,33;10,972;6,592;727,25;691,25;26,25;135941,39;4230;22,81;10,1;953,35;28,44
2,33;10,763;6,588;727,5;691;24,5;135926;4230;22,81;10,1;953,35;28,44
2,327;11,034;6,61;727,75;691;23,5;135977,34;4230;22,81;10,1;953,29;28,47
2,333;11,15;6,595;727,5;691,25;25,25;136028,72;4230;22,81;10,1;953,36;28,44
2,337;10,834;6,584;727;691,5;26;136028,72;4230;23,23;10,29;953,32;28,44
2,343;11,269;6,592;728,75;691,5;25;136023,58;4230;23,23;10,29;953,36;28,44
2,33;11,229;6,599;729,25;691,5;24,75;135956,8;4230;23,23;10,29;953,34;28,47
2,33;10,996;6,599;728,75;691,5;23,25;135956,8;4230;23,23;10,29;953,32;28,44
2,331;11,107;6,595;728,25;691;25,25;135915,73;4230;23,23;10,29;953,38;28,44
2,334;10,971;6,581;727,75;691,25;24,25;135941,39;4230;23,23;10,29;953,3;28,44
2,337;11,241;6,592;728,75;691;23,5;135936,25;4210;22,81;10,06;953,33;28,47
2,334;10,964;6,599;728,75;691,25;25,75;135941,39;4210;22,81;10,06;953,33;28,44
2,334;11,098;6,584;728;691,25;26,25;135946,53;4210;22,81;10,06;953,4;28,47
2,338;11,136;6,584;729,25;691,75;26,25;135982,47;4210;22,81;10,06;953,31;28,44
2,332;10,915;6,595;729,5;691,75;26,25;136049,28;4210;22,81;10,06;953,3;28,44
2,334;11,223;6,584;729,25;692,25;26;136074,98;4210;22,81;10,06;953,31;28,47
2,329;11,231;6,588;729;692,25;26,75;136049,28;4210;22,81;10,06;953,35;28,44
2,333;10,741;6,584;729,25;692,25;26;136111,02;4210;22,81;10,06;953,31;28,47
2,337;11,094;6,595;729,5;692,5;25,5;136049,28;4210;22,81;10,06;953,28;28,44
2,326;11,008;6,595;730;692,5;27;136105,86;4210;22,81;10,06;953,29;28,47
2,341;11,213;6,592;730,5;692,5;27;136147,05;4210;22,81;10,06;953,36;28,44
2,343;11,129;6,581;730,25;692,5;26;136126,45;4193;23,23;10,2;953,29;28,44
2,337;11,231;6,588;730,5;692,25;26;136100,72;4193;23,23;10,2;953,33;28,47
2,335;10,952;6,595;730;692,25;26,75;136054,42;4193;23,23;10,2;953,3;28,47
2,335;11,073;6,595;730,25;692,5;25,75;136095,58;4193;23,23;10,2;953,33;28,44
2,333;10,903;6,592;730,75;692,5;27;136090,44;4193;23,23;10,2;953,32;28,44
2,343;10,972;6,599;730,75;692,25;27;135997,88;4193;22,81;10,02;953,31;28,44
2,334;10,943;6,577;729,75;691,75;22,5;136069,84;4193;22,81;10,02;953,3;28,42
2,329;10,794;6,592;730;691,75;23,75;136111,02;4193;22,81;10,02;953,3;28,44
2,33;11,043;6,595;730;692;25,5;136136,75;4193;22,81;10,02;953,33;28,42
2,333;10,868;6,588;730,5;692,5;27;136141,89;4193;22,81;10,02;953,3;28,44
2,336;11,086;6,588;730,5;692,5;27;136136,75;4193;22,81;10,02;953,34;28,42
2,33;11,076;6,603;730,5;692,25;26,5;136167,64;4188;23,02;10,09;953,31;28,44
2,337;11,005;6,588;730,25;692,25;25;136183,09;4188;23,02;10,09;953,31;28,36
2,334;11,082;6,588;730,25;692;21,75;136193,39;4188;23,02;10,09;953,27;28,44
2,337;10,965;6,595;730;691,75;24;136198,55;4188;23,02;10,09;953,36;28,42
2,337;10,968;6,584;730,25;692;20,5;136214;4188;23,02;10,09;953,28;28,44
2,352;10,788;6,595;730,25;691,5;21,75;136162,48;4188;23,02;10,09;953,32;28,44
2,337;10,977;6,595;730,5;692,25;26,5;136111,02;4188;23,02;10,09;953,34;28,42
2,327;11,03;6,584;730,25;692,25;25,75;136080,13;4188;23,02;10,09;953,34;28,47
2,33;10,91;6,584;730,75;692;23,25;136131,59;4188;23,02;10,09;953,33;28,42
2,329;10,972;6,584;730,5;692,5;24,5;136105,86;4188;23,02;10,09;953,32;28,44
2,33;11,076;6,573;730,25;692;24,25;136131,59;4188;23,02;10,09;953,33;28,44
2,33;10,969;6,584;731;692,5;24,75;136152,19;4175;22,81;9,97;953,32;28,44
2,34;10,965;6,584;731;692,5;25,5;136172,78;4175;22,81;9,97;953,35;28,44
2,335;11,232;6,581;730,75;692,5;26;136224,31;4175;22,81;9,97;953,3;28,44
2,337;10,972;6,592;731;692,75;26,75;136208,84;4175;22,81;9,97;953,31;28,47
2,333;10,952;6,603;731;693;26;136177,94;4175;22,81;9,97;953,28;28,42
