p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,932;7,829;4,813;629,5;611,25;23;119020,07;5667;10,78;6,4;953,35;29,07
1,932;8,025;4,813;629,5;611,5;23;118886,43;5667;10,78;6,4;953,4;29,07
1,932;7,782;4,809;629,5;611,25;23;118847,18;5667;10,78;6,4;953,38;29,07
1,934;8,075;4,805;629,5;611;23;118921,77;5633;10,78;6,36;953,36;29,07
1,935;7,813;4,82;629,5;611,25;23;118992,53;5633;10,78;6,36;953,41;29,07
1,932;8,035;4,823;629,75;611,25;23,25;119024;5633;10,78;6,36;953,37;29,07
1,932;7,829;4,805;629,75;611,75;23;119079,12;5633;10,78;6,36;953,32;29,07
1,935;7,807;4,82;629,75;611,75;23,25;119102,76;5633;10,78;6,36;953,33;29,07
1,939;8,117;4,813;630;612;23;119110,64;5637;10,78;6,37;953,38;29,07
1,939;8,059;4,813;630;612;23;119098,82;5637;10,78;6,37;953,4;29,07
1,935;7,877;4,831;629,75;612;23;119035,81;5637;10,78;6,37;953,33;29,07
1,935;7,902;4,816;629,75;612;23;119079,12;5637;10,78;6,37;953,39;29,07
1,936;8,119;4,816;629,75;612;23;119083,06;5637;10,78;6,37;953,35;29,1
1,935;8,125;4,823;629,75;612,25;23;119075,19;5637;10,78;6,37;953,37;29,07
1,935;7,869;4,831;629,75;612,25;23;119090,94;5637;10,78;6,37;953,32;29,07
1,936;8,08;4,827;629,75;612,25;23;119067,3;5637;10,78;6,37;953,34;29,1
1,934;7,936;4,82;629,5;612,25;23;119087;5637;10,78;6,37;953,37;29,07
1,932;8,083;4,82;629,5;612,5;23;119090,94;5637;10,78;6,37;953,37;29,07
1,935;7,914;4,809;629,5;612,5;23;119110,64;5637;10,78;6,37;953,39;29,07
1,929;7,928;4,823;629,25;612,75;23;119087;5656;10,78;6,39;953,36;29,1
1,929;7,983;4,82;629,25;612,75;23,25;119063,38;5656;10,78;6,39;953,43;29,1
1,932;8,031;4,831;629;613;23;119110,64;5656;10,78;6,39;953,35;29,07
1,934;7,682;4,816;629,25;612,75;23;119118,52;5656;10,78;6,39;953,38;29,02
1,935;8,139;4,805;629,25;613;23;119138,23;5656;10,78;6,39;953,33;29,07
1,931;7,858;4,834;629;613;23;119118,52;5656;10,78;6,39;953,37;29,1
1,935;7,836;4,827;629;613,25;22,75;119118,52;5656;10,99;6,51;953,39;29,07
1,932;8,056;4,831;628,75;613;23;119142,17;5656;10,99;6,51;953,37;29,07
1,932;7,969;4,82;628,75;613;23;119142,17;5656;10,99;6,51;953,35;29,07
1,935;7,828;4,813;628,75;613;22,75;119118,52;5656;10,99;6,51;953,38;29,07
1,931;8,01;4,798;628,75;613;22,75;119118,52;5656;10,99;6,51;953,35;29,07
1,936;7,948;4,82;628,75;613;22,75;119169,78;5643;10,78;6,37;953,38;29,07
1,935;8;4,816;628,75;613;22,75;119134,29;5643;10,78;6,37;953,4;29,1
1,935;8,223;4,827;628,75;612,75;22,75;119150,06;5643;10,78;6,37;953,41;29,07
1,936;7,895;4,809;628,75;612,75;22,75;119114,59;5643;10,78;6,37;953,36;29,02
1,938;7,971;4,813;628,75;612,75;22,75;119106,7;5643;10,78;6,37;953,35;29,1
1,935;7,669;4,82;628,75;612,5;22,75;119047,62;5643;10,78;6,37;953,34;29,1
1,932;8,162;4,809;628,75;612,5;22,75;119087;5643;10,58;6,25;953,37;29,07
1,939;7,831;4,813;628,75;612,5;23;119122,46;5643;10,58;6,25;953,29;29,1
1,932;7,883;4,816;628,75;612,75;23;119161,9;5643;10,58;6,25;953,37;29,02
1,936;7,839;4,82;628,75;612,75;22,75;119189,51;5643;10,58;6,25;953,35;29,02
1,932;7,839;4,816;629;612,75;22,75;119288,25;5643;10,58;6,25;953,41;29,07
1,935;7,738;4,809;629;612,75;22,75;119284,29;5650;10,78;6,38;953,38;29,02
1,939;7,717;4,823;629;613;22,75;119319,88;5650;10,78;6,38;953,35;29,07
1,938;7,829;4,827;628,75;613,25;22,75;119308,02;5650;10,78;6,38;953,38;29,07
1,935;8,065;4,805;628,75;613,25;22,75;119280,34;5650;10,78;6,38;953,36;29,02
1,935;8,063;4,827;628,75;613,25;22,75;119260,59;5650;10,78;6,38;953,41;29,07
1,942;8,092;4,82;628,5;613,25;22,75;119248,73;5650;10,78;6,38;953,36;29,1
1,939;8,043;4,802;628,75;613;22,75;119248,73;5668;10,78;6,4;953,35;29,02
1,936;7,962;4,82;628,75;613;23;119197,41;5668;10,78;6,4;953,4;29,02
1,935;7,901;4,823;628,5;612,75;22,75;119142,17;5668;10,78;6,4;953,38;29,02
1,935;8,12;4,805;628,5;612,75;22,75;119110,64;5668;10,78;6,4;953,36;29,07
1,928;7,556;4,813;628,5;612,5;22,75;119039,74;5668;10,78;6,4;953,38;29,07
1,932;8,068;4,809;628,5;612,5;22,75;119051,55;5668;10,78;6,4;953,38;29,07
1,929;7,905;4,82;628,5;612,5;23;119079,12;5668;10,78;6,4;953,37;29,1
1,928;7,965;4,813;628,75;612,75;23;119142,17;5668;10,78;6,4;953,37;29,07
1,936;7,914;4,82;628,75;613;23;119189,51;5668;10,78;6,4;953,38;29,07
1,935;7,747;4,82;628,75;613,25;22,75;119197,41;5668;10,78;6,4;953,4;29,02
1,933;7,79;4,809;629;613;23;119173,73;5668;10,78;6,4;953,35;29,02
1,938;7,845;4,82;629;613;23;119165,84;5634;10,78;6,36;953,37;29,07
1,931;7,848;4,813;628,75;612,75;22,75;119122,46;5634;10,78;6,36;953,4;29,02
1,931;7,735;4,813;628,75;612,75;22,75;119106,7;5634;10,78;6,36;953,35;29,07
1,932;7,72;4,82;628,75;612,75;22,75;119138,23;5634;10,78;6,36;953,36;29,02
1,931;7,884;4,794;628,75;612,75;22,75;119094,88;5634;10,78;6,36;953,36;29,07
1,935;8,002;4,816;628,75;612,75;22,75;119157,95;5634;10,58;6,24;953,33;29,02
1,935;8,066;4,816;629;612,5;22,75;119110,64;5634;10,58;6,24;953,4;29,02
1,932;7,716;4,813;629;612,5;22,75;119031,88;5634;10,58;6,24;953,36;29
1,93;7,594;4,809;628,5;612,25;22,75;118992,53;5634;10,58;6,24;953,35;29,02
1,935;8,075;4,82;628,5;612,25;22,75;119047,62;5634;10,58;6,24;953,33;29,07
1,932;7,907;4,82;628,5;612,25;22,75;119035,81;5634;10,58;6,24;953,36;29,02
1,931;7,672;4,816;628,5;612;22,75;119047,62;5681;10,78;6,42;953,42;29,07
1,935;8,218;4,813;628,5;612;22,75;119043,69;5681;10,78;6,42;953,37;29,02
1,935;7,913;4,82;628,5;612,25;22,75;119051,55;5681;10,78;6,42;953,36;29,07
1,93;8,087;4,827;628,25;612,25;21,75;119087;5681;10,78;6,42;953,45;29,02
1,929;8,116;4,823;628;612,25;22,75;119083,06;5681;10,78;6,42;953,36;29,07
