p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,914;7,71;4,794;645,75;612;22,5;118269,32;3314;16,18;5,61;953,33;28,78
1,915;7,899;4,783;646;612;22,5;118234,37;3305;15,76;5,45;953,36;28,84
1,911;7,751;4,802;645,75;612;22,5;118164,52;3305;15,76;5,45;953,35;28,84
1,918;7,675;4,787;646;611,75;22,5;118199,43;3305;15,76;5,45;953,27;28,84
1,917;7,852;4,794;645,75;611,75;22,5;118133,49;3305;15,76;5,45;953,32;28,86
1,915;7,813;4,802;646;612;22,5;118145,12;3305;15,76;5,45;953,32;28,86
1,915;7,864;4,802;646;612;22,5;117967,03;3305;15,76;5,45;953,34;28,86
1,911;7,785;4,772;645,75;611,75;22,5;117982,5;3305;15,76;5,45;953,31;28,78
1,915;7,807;4,776;645,75;612;22,5;118036,66;3305;15,76;5,45;953,36;28,84
1,918;7,963;4,791;645,75;612;22,5;118098,61;3305;15,76;5,45;953,27;28,86
1,918;7,678;4,787;645,75;612;22,5;118183,91;3305;15,76;5,45;953,31;28,86
1,917;7,599;4,78;645,75;612;22,5;118172,27;3305;15,76;5,45;953,32;28,84
1,919;7,687;4,791;645,75;612;22,5;118195,55;3302;15,97;5,52;953,35;28,86
1,918;7,623;4,794;645,5;612;21,5;118218,84;3302;15,97;5,52;953,32;28,84
1,921;7,714;4,791;645,75;612;22,5;118226,6;3302;15,97;5,52;953,29;28,86
1,919;7,706;4,794;645,5;612,25;21,5;118230,48;3302;15,97;5,52;953,29;28,86
1,922;7,64;4,783;646;612,25;22,5;118265,45;3302;15,97;5,52;953,28;28,86
1,921;7,734;4,783;645,75;612,25;21;118284,88;3302;15,97;5,52;953,35;28,86
1,918;7,874;4,798;645,75;612,25;22,5;118246,02;3311;16,18;5,61;953,35;28,86
1,915;7,512;4,791;645,75;612,25;22,5;118211,08;3311;16,18;5,61;953,29;28,86
1,921;7,713;4,787;643,25;612;20,75;118253,79;3311;16,18;5,61;953,35;28,89
1,925;7,916;4,798;644;612;22;118284,88;3311;16,18;5,61;953,3;28,86
1,918;7,6;4,794;644,5;611,5;21;118269,32;3311;16,18;5,61;953,32;28,86
1,911;7,758;4,783;643,75;611;20,75;118238,25;3311;15,97;5,54;953,34;28,86
1,915;7,734;4,791;644,5;611,5;20,5;118214,95;3311;15,97;5,54;953,38;28,86
1,922;7,637;4,798;645,5;611,5;22,25;118257,67;3311;15,97;5,54;953,36;28,86
1,918;7,778;4,791;644,75;611,5;22,25;118257,67;3311;15,97;5,54;953,32;28,89
1,918;7,79;4,787;644,5;611,75;22,25;118300,41;3311;15,97;5,54;953,37;28,84
1,916;7,546;4,794;644,5;612;22,25;118292,64;3311;15,97;5,54;953,32;28,86
1,918;7,593;4,794;644,75;612;22;118199,43;3314;16,18;5,61;953,36;28,89
1,917;7,523;4,798;645;612;22;118168,39;3314;16,18;5,61;953,31;28,86
1,918;7,7;4,791;645,5;612;22,25;118195,55;3314;16,18;5,61;953,33;28,86
1,918;7,741;4,787;645,75;611,75;21,25;118164,52;3314;16,18;5,61;953,32;28,89
1,918;7,682;4,805;645,25;611,5;21,5;118195,55;3314;16,18;5,61;953,31;28,89
1,914;7,752;4,802;645,75;611,75;22,5;118160,63;3314;15,97;5,54;953,34;28,86
1,914;7,568;4,805;645,5;611;22,25;118187,79;3314;15,97;5,54;953,31;28,86
1,918;7,55;4,787;644,25;611,5;22,5;118180,02;3314;15,97;5,54;953,33;28,89
1,915;7,782;4,802;645;611,75;22,5;118195,55;3314;15,97;5,54;953,32;28,89
