p_BK;delta_p;m_br;T_links;T_rechts;T_wasser;n1;n2;Q;P;p_env;T_env
1,918;7,669;4,791;645,25;611,25;22,5;118226,6;3306;15,97;5,53;953,32;28,78
1,917;7,7;4,798;645,25;611,25;22,5;118234,37;3306;15,97;5,53;953,34;28,78
1,918;7,867;4,78;645,25;611,25;22,5;118242,13;3306;15,97;5,53;953,3;28,76
1,921;7,849;4,791;645,25;611,25;22,5;118214,95;3306;15,97;5,53;953,37;28,78
1,919;7,658;4,783;645,5;611,25;22,5;118176,15;3306;15,97;5,53;953,31;28,78
1,915;7,711;4,772;645,25;611,25;22,5;118222,72;3306;15,97;5,53;953,35;28,76
1,918;7,653;4,787;645,5;611,25;22,5;118211,08;3306;15,97;5,53;953,31;28,78
1,917;7,901;4,794;645,5;611,5;22,5;118222,72;3306;15,97;5,53;953,31;28,78
1,918;7,87;4,78;645,5;611,5;22,5;118249,9;3306;15,97;5,53;953,26;28,78
1,918;7,763;4,794;645,5;611,5;22,5;118261,55;3306;15,97;5,53;953,29;28,76
1,922;7,729;4,787;645,75;611,75;22,5;118269,32;3306;15,97;5,53;953,3;28,76
1,922;7,785;4,787;645,75;611,75;22,5;118265,45;3306;15,97;5,53;953,34;28,76
1,915;7,476;4,794;645,5;611,75;22,5;118246,02;3306;15,97;5,53;953,32;28,76
1,915;7,652;4,791;645,5;611,75;22,5;118246,02;3306;15,97;5,53;953,35;28,76
1,922;7,652;4,78;645,5;611,75;22,5;118203,31;3306;15,97;5,53;953,31;28,78
1,915;7,7;4,791;645,5;611,75;22,5;118211,08;3306;15,97;5,53;953,32;28,78
1,914;7,831;4,791;645,5;611,5;22,5;118180,02;3306;15,97;5,53;953,32;28,76
1,918;7,872;4,787;645,75;611,5;22,5;118156,76;3306;15,97;5,53;953,32;28,78
1,916;7,62;4,791;645,75;611,5;22,5;118222,72;3306;15,97;5,53;953,26;28,84
1,918;7,55;4,794;645,75;611,75;22,5;118246,02;3306;15,97;5,53;953,34;28,78
1,914;7,544;4,787;645,75;611,75;22,5;118273,21;3306;15,97;5,53;953,32;28,78
1,917;7,632;4,791;645,75;611,75;22,5;118238,25;3306;15,97;5,53;953,32;28,78
1,918;7,612;4,776;645,75;611,75;22,5;118230,48;3306;15,97;5,53;953,35;28,78
1,916;7,672;4,783;645,5;611,75;22,5;118187,79;3306;15,97;5,53;953,31;28,78
1,918;7,913;4,798;645,5;611,75;22,5;118214,95;3306;15,97;5,53;953,31;28,84
1,922;7,795;4,78;645,5;611,75;22,5;118222,72;3306;15,97;5,53;953,32;28,78
1,918;7,678;4,783;645,5;611,75;22,5;118230,48;3306;15,97;5,53;953,31;28,76
1,917;8,005;4,791;645,75;611,75;22,5;118265,45;3313;15,97;5,54;953,3;28,76
1,915;7,77;4,791;645,5;611,75;22,5;118288,76;3313;15,97;5,54;953,36;28,84
1,918;7,951;4,798;645,75;611,75;22,5;118261,55;3313;15,97;5,54;953,31;28,78
1,915;7,843;4,802;645,75;612;22,5;118230,48;3313;15,97;5,54;953,35;28,78
1,912;7,752;4,791;646;611,75;22,5;118269,32;3313;15,97;5,54;953,32;28,78
1,914;7,828;4,783;645,75;612;22,5;118246,02;3313;15,97;5,54;953,33;28,84
1,911;7,661;4,794;645,75;611,75;22,5;118253,79;3313;15,76;5,47;953,31;28,84
1,918;7,669;4,783;645,75;611,75;22,5;118238,25;3313;15,76;5,47;953,34;28,78
1,918;7,817;4,783;645,5;611,75;22,5;118273,21;3313;15,76;5,47;953,28;28,78
1,918;7,77;4,794;645,5;611,75;22,5;118277,09;3313;15,76;5,47;953,3;28,84
1,915;7,758;4,791;645,75;611,75;22,5;118249,9;3313;15,76;5,47;953,3;28,76
1,915;7,564;4,794;645,75;611,75;22,5;118288,76;3313;15,97;5,54;953,34;28,84
1,915;7,735;4,783;645,75;611,5;22,5;118269,32;3313;15,97;5,54;953,3;28,84
1,915;7,662;4,794;645,75;611,5;22,5;118249,9;3313;15,97;5,54;953,28;28,78
1,914;7,659;4,791;645,75;611,5;22,5;118214,95;3313;15,97;5,54;953,33;28,84
1,911;7,587;4,783;646;611,5;22,5;118183,91;3313;15,97;5,54;953,31;28,84
1,914;7,89;4,794;645,75;611,5;22,5;118183,91;3313;15,97;5,54;953,27;28,84
1,911;7,931;4,798;645,75;611,25;22,5;118172,27;3313;15,97;5,54;953,36;28,84
1,914;7,907;4,809;645,75;611,25;22,5;118183,91;3313;15,97;5,54;953,3;28,84
1,915;7,637;4,791;645,75;611,5;22,5;118180,02;3313;15,97;5,54;953,3;28,84
1,911;7,864;4,805;645,75;611,5;22,5;118183,91;3313;15,97;5,54;953,32;28,78
1,911;7,713;4,794;645,75;611,5;22,5;118149;3313;15,97;5,54;953,34;28,78
1,913;7,517;4,791;645,75;611,5;22,5;118164,52;3314;15,76;5,47;953,35;28,78
1,918;7,823;4,791;645,75;611,5;22,5;118214,95;3314;15,76;5,47;953,39;28,84
1,918;7,819;4,78;645,75;611,5;22,5;118168,39;3314;15,76;5,47;953,35;28,84
1,917;7,681;4,783;646;611,5;22,5;118234,37;3314;15,76;5,47;953,35;28,78
1,915;7,67;4,783;645,75;611,5;22,5;118234,37;3314;15,76;5,47;953,35;28,86
1,918;7,681;4,802;646;611,75;22,5;118249,9;3314;15,76;5,47;953,35;28,84
1,918;7,58;4,798;646;611,75;22,5;118203,31;3314;16,18;5,61;953,33;28,86
1,918;7,699;4,787;646;611,75;22,5;118246,02;3314;16,18;5,61;953,39;28,84
1,92;7,559;4,798;646;612;22,5;118234,37;3314;16,18;5,61;953,33;28,84
1,922;7,726;4,776;646;612;22,5;118242,13;3314;16,18;5,61;953,35;28,84
